sub,eye,rotationSpeed,sameSideAfterReversalD,torsionVelT,torsionVGain,torsionAngleTotal,torsionAngleCW,torsionAngleCCW,sacNumT,sacAmpSumT,sacAmpMeanT,torsionVelTMerged,torsionVGainMerged,torsionAngleCWMerged,torsionAngleCCWMerged,exp
1,1,200,1,0.0972222321093888,0.000486111160546944,0.265684335281547,0.265684335281547,-0,1,0.19101926530817,0.19101926530817,0.0972222321093888,0.000486111160546944,0.265684335281547,-0,2
1,1,25,1,0.23711119571679,0.00948444782867159,0.935026530742621,0.67131771868445,-0.263708812058171,1,0.515542117160309,0.515542117160309,0.23711119571679,0.00948444782867159,0.67131771868445,-0.263708812058171,2
1,1,50,-1,0.296935351737573,0.00593870703475146,0.57984085449616,0.57984085449616,-0,1,0.299284919172771,0.299284919172771,-0.296935351737573,-0.00593870703475146,0,-0.57984085449616,2
1,1,50,-1,0.525153202065464,0.0105030640413093,0.881313701288098,0.881313701288098,-0,0,0,NaN,-0.525153202065464,-0.0105030640413093,0,-0.881313701288098,2
1,1,200,-1,0.303115654498998,0.00151557827249499,0.663238735375204,0.612246538442022,-0.0509921969331822,2,0.441468194207234,0.220734097103617,-0.303115654498998,-0.00151557827249499,0.0509921969331822,-0.612246538442022,2
1,2,200,-1,0.519377355260064,0.00259688677630032,0.911177250538051,0.911177250538051,-0,0,0,NaN,-0.519377355260064,-0.00259688677630032,0,-0.911177250538051,2
1,2,200,1,0.246667702093178,0.00123333851046589,0.503505752858453,0.503505752858453,-0,0,0,NaN,0.246667702093178,0.00123333851046589,0.503505752858453,-0,2
1,2,200,-1,0.23171003516762,0.0011585501758381,0.474099499652689,0.474099499652689,-0,0,0,NaN,-0.23171003516762,-0.0011585501758381,0,-0.474099499652689,2
1,2,100,-1,0.284047856499638,0.00284047856499638,0.498887714203501,0.498887714203501,-0,1,1.07943888401594,1.07943888401594,-0.284047856499638,-0.00284047856499638,0,-0.498887714203501,2
1,2,200,1,0.27765979406262,0.0013882989703131,0.52975428053012,0.52975428053012,-0,0,0,NaN,0.27765979406262,0.0013882989703131,0.52975428053012,-0,2
1,2,25,1,0.243089384130899,0.00972357536523596,0.463141672774893,0.463141672774893,-0,0,0,NaN,0.243089384130899,0.00972357536523596,0.463141672774893,-0,2
1,2,25,1,0.333083214063418,0.0133233285625367,0.573736894684895,0.573736894684895,-0,1,2.12525755955428,2.12525755955428,0.333083214063418,0.0133233285625367,0.573736894684895,-0,2
1,2,100,-1,0.540348528936548,0.00540348528936548,1.02292516141419,1.02292516141419,-0,0,0,NaN,-0.540348528936548,-0.00540348528936548,0,-1.02292516141419,2
1,2,50,1,-0.110644993130051,-0.00221289986260102,0.21293540916455,0,-0.21293540916455,0,0,NaN,-0.110644993130051,-0.00221289986260102,0,-0.21293540916455,2
1,2,100,-1,0.714064777359075,0.00714064777359075,1.23165373434197,1.23165373434197,-0,0,0,NaN,-0.714064777359075,-0.00714064777359075,0,-1.23165373434197,2
1,2,25,1,0.163025683215587,0.00652102732862346,0.331372347634957,0.331372347634957,-0,0,0,NaN,0.163025683215587,0.00652102732862346,0.331372347634957,-0,2
1,2,200,-1,0.865213455074245,0.00432606727537122,1.46517347039957,1.46517347039957,-0,1,1.57088194537103,1.57088194537103,-0.865213455074245,-0.00432606727537122,0,-1.46517347039957,2
1,2,50,1,0.514148518758642,0.0102829703751728,1.06230558732538,1.06230558732538,-0,0,0,NaN,0.514148518758642,0.0102829703751728,1.06230558732538,-0,2
1,2,25,-1,0.163032947720773,0.00652131790883091,0.690905644524255,0.497425225863916,-0.193480418660338,1,0.241068311101764,0.241068311101764,-0.163032947720773,-0.00652131790883091,0.193480418660338,-0.497425225863916,2
1,2,25,1,0.525666727044318,0.0210266690817727,0.985422962672908,0.985422962672908,-0,1,0.221666324754914,0.221666324754914,0.525666727044318,0.0210266690817727,0.985422962672908,-0,2
1,2,25,-1,0.571948405900513,0.0228779362360205,1.03543881582998,1.03543881582998,-0,1,0.314608642315944,0.314608642315944,-0.571948405900513,-0.0228779362360205,0,-1.03543881582998,2
1,2,25,1,0.372099942807924,0.014883997712317,0.740660217928644,0.740660217928644,-0,0,0,NaN,0.372099942807924,0.014883997712317,0.740660217928644,-0,2
1,2,50,-1,0.299946337053656,0.00599892674107312,0.521370851553096,0.521370851553096,-0,0,0,NaN,-0.299946337053656,-0.00599892674107312,0,-0.521370851553096,2
1,2,50,-1,0.258028417331105,0.0051605683466221,0.68817476962727,0.574669509189935,-0.113505260437335,1,0.15665046504851,0.15665046504851,-0.258028417331105,-0.0051605683466221,0.113505260437335,-0.574669509189935,2
1,2,100,-1,0.154130987445621,0.00154130987445621,0.279943884662336,0.279943884662336,-0,0,0,NaN,-0.154130987445621,-0.00154130987445621,0,-0.279943884662336,2
1,2,25,-1,0.0397591770038549,0.0015903670801542,0.668963130548242,0.376798053264896,-0.292165077283345,1,0.371580330527384,0.371580330527384,-0.0397591770038549,-0.0015903670801542,0.292165077283345,-0.376798053264896,2
1,2,100,1,0.25561605910585,0.0025561605910585,0.454003668151684,0.454003668151684,-0,0,0,NaN,0.25561605910585,0.0025561605910585,0.454003668151684,-0,2
1,2,100,1,0.114736131296502,0.00114736131296502,0.222621359662205,0.222621359662205,-0,0,0,NaN,0.114736131296502,0.00114736131296502,0.222621359662205,-0,2
1,2,100,1,0.299940967718219,0.00299940967718219,0.85523938502878,0.686082572732933,-0.169156812295847,2,0.497984508852318,0.248992254426159,0.299940967718219,0.00299940967718219,0.686082572732933,-0.169156812295847,2
1,2,100,1,0.199707913885206,0.00199707913885206,0.40330071190112,0.40330071190112,-0,0,0,NaN,0.199707913885206,0.00199707913885206,0.40330071190112,-0,2
1,2,100,-1,-0.49155920195485,-0.0049155920195485,0.930632406523996,0.112408992382026,-0.81822341414197,5,4.86916463751162,0.973832927502324,0.49155920195485,0.0049155920195485,0.81822341414197,-0.112408992382026,2
1,2,50,1,0.0668603794173034,0.00133720758834607,0.128551589449894,0.128551589449894,-0,0,0,NaN,0.0668603794173034,0.00133720758834607,0.128551589449894,-0,2
1,2,200,1,0.268661225875839,0.0013433061293792,0.987561930720601,0.732758395439331,-0.25480353528127,2,0.313422405007886,0.156711202503943,0.268661225875839,0.0013433061293792,0.732758395439331,-0.25480353528127,2
2,1,200,1,-0.452425579970271,-0.00226212789985135,0.794300200647748,0,-0.794300200647748,0,0,NaN,-0.452425579970271,-0.00226212789985135,0,-0.794300200647748,2
2,1,200,-1,-0.164383640181492,-0.000821918200907459,0.304016580593346,0,-0.304016580593346,0,0,NaN,0.164383640181492,0.000821918200907459,0.304016580593346,-0,2
2,1,200,-1,-0.170384174483272,-0.000851920872416361,0.340503579630987,0,-0.340503579630987,0,0,NaN,0.170384174483272,0.000851920872416361,0.340503579630987,-0,2
2,1,200,1,-0.28540487219814,-0.0014270243609907,0.582161694897593,0,-0.582161694897593,0,0,NaN,-0.28540487219814,-0.0014270243609907,0,-0.582161694897593,2
2,1,100,1,-0.252802051505724,-0.00252802051505724,0.472436904747723,0,-0.472436904747723,0,0,NaN,-0.252802051505724,-0.00252802051505724,0,-0.472436904747723,2
2,1,200,-1,-0.0765870980740183,-0.000382935490370091,0.14676457219574,0,-0.14676457219574,0,0,NaN,0.0765870980740183,0.000382935490370091,0.14676457219574,-0,2
2,1,25,-1,0.341124328002823,0.0136449731201129,0.625585888263101,0.625585888263101,-0,0,0,NaN,-0.341124328002823,-0.0136449731201129,0,-0.625585888263101,2
2,1,25,-1,0.0266325450873377,0.00106530180349351,0.0563459031459076,0.0563459031459076,-0,0,0,NaN,-0.0266325450873377,-0.00106530180349351,0,-0.0563459031459076,2
2,1,100,1,-0.0763834612685001,-0.000763834612685001,0.144113990978588,0,-0.144113990978588,0,0,NaN,-0.0763834612685001,-0.000763834612685001,0,-0.144113990978588,2
2,1,50,-1,0.00994446398514922,0.000198889279702984,0.0174520643444293,0.0174520643444293,-0,0,0,NaN,-0.00994446398514922,-0.000198889279702984,0,-0.0174520643444293,2
2,1,100,1,-0.154647068400981,-0.00154647068400981,0.263192681543089,0,-0.263192681543089,0,0,NaN,-0.154647068400981,-0.00154647068400981,0,-0.263192681543089,2
2,1,200,1,-0.272581074071276,-0.00136290537035638,0.490120958827951,0,-0.490120958827951,0,0,NaN,-0.272581074071276,-0.00136290537035638,0,-0.490120958827951,2
2,1,50,-1,0.232402146546516,0.00464804293093032,0.472126459830364,0.472126459830364,-0,0,0,NaN,-0.232402146546516,-0.00464804293093032,0,-0.472126459830364,2
2,1,25,1,-0.0599659673118655,-0.00239863869247462,0.113496277691011,0,-0.113496277691011,0,0,NaN,-0.0599659673118655,-0.00239863869247462,0,-0.113496277691011,2
2,1,25,-1,0.077884307111154,0.00311537228444616,0.137594968581591,0.137594968581591,-0,0,0,NaN,-0.077884307111154,-0.00311537228444616,0,-0.137594968581591,2
2,1,25,1,-0.273221686827324,-0.0109288674730929,0.514247412406825,0,-0.514247412406825,0,0,NaN,-0.273221686827324,-0.0109288674730929,0,-0.514247412406825,2
2,1,25,-1,0.122960681021994,0.00491842724087975,0.238872148381745,0.238872148381745,-0,0,0,NaN,-0.122960681021994,-0.00491842724087975,0,-0.238872148381745,2
2,1,50,1,-0.200056395259333,-0.00400112790518665,0.335989201712475,0,-0.335989201712475,0,0,NaN,-0.200056395259333,-0.00400112790518665,0,-0.335989201712475,2
2,1,50,1,0.242754129885174,0.00485508259770347,0.418566307306052,0.418566307306052,-0,0,0,NaN,0.242754129885174,0.00485508259770347,0.418566307306052,-0,2
2,1,100,-1,-0.146671082561875,-0.00146671082561875,0.283545880727948,0,-0.283545880727948,0,0,NaN,0.146671082561875,0.00146671082561875,0.283545880727948,-0,2
2,1,25,-1,-0.120085859708937,-0.00480343438835748,0.230197570317217,0,-0.230197570317217,0,0,NaN,0.120085859708937,0.00480343438835748,0.230197570317217,-0,2
2,1,100,1,-0.142214301820795,-0.00142214301820795,0.256315350943308,0,-0.256315350943308,0,0,NaN,-0.142214301820795,-0.00142214301820795,0,-0.256315350943308,2
2,1,25,1,-0.122854316022368,-0.00491417264089473,0.24181794148187,0,-0.24181794148187,0,0,NaN,-0.122854316022368,-0.00491417264089473,0,-0.24181794148187,2
2,1,100,-1,0.135941474402944,0.00135941474402944,0.224563695922048,0.224563695922048,-0,0,0,NaN,-0.135941474402944,-0.00135941474402944,0,-0.224563695922048,2
2,1,100,-1,-0.101156356382056,-0.00101156356382056,0.186388177150593,0,-0.186388177150593,0,0,NaN,0.101156356382056,0.00101156356382056,0.186388177150593,-0,2
2,1,100,-1,-0.0802017684288912,-0.000802017684288912,0.149720624064553,0,-0.149720624064553,0,0,NaN,0.0802017684288912,0.000802017684288912,0.149720624064553,-0,2
2,1,200,-1,0.0381466636720863,0.000190733318360432,0.0604333524805722,0.0604333524805722,-0,0,0,NaN,-0.0381466636720863,-0.000190733318360432,0,-0.0604333524805722,2
2,1,25,1,-0.312133095894924,-0.0124853238357969,0.59586294546065,0,-0.59586294546065,0,0,NaN,-0.312133095894924,-0.0124853238357969,0,-0.59586294546065,2
2,1,50,1,-0.152914038623146,-0.00305828077246292,0.27573863702096,0,-0.27573863702096,0,0,NaN,-0.152914038623146,-0.00305828077246292,0,-0.27573863702096,2
2,1,25,1,-0.269916598675651,-0.010796663947026,0.558791218378996,0,-0.558791218378996,0,0,NaN,-0.269916598675651,-0.010796663947026,0,-0.558791218378996,2
2,1,100,-1,0.0545282092271051,0.000545282092271051,0.0972032800694064,0.0972032800694064,-0,0,0,NaN,-0.0545282092271051,-0.000545282092271051,0,-0.0972032800694064,2
2,1,50,1,-0.255218277550115,-0.00510436555100229,0.516257251010565,0,-0.516257251010565,0,0,NaN,-0.255218277550115,-0.00510436555100229,0,-0.516257251010565,2
2,1,100,-1,-0.0466673251390521,-0.000466673251390521,0.087353761856435,0,-0.087353761856435,0,0,NaN,0.0466673251390521,0.000466673251390521,0.087353761856435,-0,2
2,1,200,1,-0.053560977118833,-0.000267804885594165,0.104825850231199,0,-0.104825850231199,0,0,NaN,-0.053560977118833,-0.000267804885594165,0,-0.104825850231199,2
2,1,100,1,-0.0628928879923816,-0.000628928879923816,0.1201618638214,0,-0.1201618638214,0,0,NaN,-0.0628928879923816,-0.000628928879923816,0,-0.1201618638214,2
2,1,50,-1,0.109646980508916,0.00219293961017832,0.209215996941799,0.209215996941799,-0,0,0,NaN,-0.109646980508916,-0.00219293961017832,0,-0.209215996941799,2
2,1,200,1,-0.270058305284126,-0.00135029152642063,0.913515645506969,0.201757088453877,-0.711758557053092,1,0.28730218023167,0.28730218023167,-0.270058305284126,-0.00135029152642063,0.201757088453877,-0.711758557053092,2
2,1,200,1,0.134182455000489,0.000670912275002444,0.264947041698763,0.264947041698763,-0,0,0,NaN,0.134182455000489,0.000670912275002444,0.264947041698763,-0,2
2,1,25,1,-0.166229928716921,-0.00664919714867685,0.307746248459365,0,-0.307746248459365,0,0,NaN,-0.166229928716921,-0.00664919714867685,0,-0.307746248459365,2
2,1,50,-1,-0.0236205159056306,-0.000472410318112612,0.061110197979292,0,-0.061110197979292,0,0,NaN,0.0236205159056306,0.000472410318112612,0.061110197979292,-0,2
2,1,50,-1,0.012672786639163,0.00025345573278326,0.0192660322224036,0.0192660322224036,-0,0,0,NaN,-0.012672786639163,-0.00025345573278326,0,-0.0192660322224036,2
2,1,200,-1,0.174708793088203,0.000873543965441017,0.770327162863301,0.524915292903486,-0.245411869959815,1,0.285224918399252,0.285224918399252,-0.174708793088203,-0.000873543965441017,0.245411869959815,-0.524915292903486,2
2,1,50,1,-0.485615201444525,-0.0097123040288905,0.836280953549599,0,-0.836280953549599,0,0,NaN,-0.485615201444525,-0.0097123040288905,0,-0.836280953549599,2
2,2,200,-1,-0.339682522093898,-0.00169841261046949,0.602739261547289,0,-0.602739261547289,0,0,NaN,0.339682522093898,0.00169841261046949,0.602739261547289,-0,2
2,2,200,1,-0.0208199801675697,-0.000104099900837848,0.0303885187482469,0,-0.0303885187482469,0,0,NaN,-0.0208199801675697,-0.000104099900837848,0,-0.0303885187482469,2
2,2,200,1,-0.0268516993281896,-0.000134258496640948,0.0431246395041885,0,-0.0431246395041885,0,0,NaN,-0.0268516993281896,-0.000134258496640948,0,-0.0431246395041885,2
2,2,200,-1,-0.277115579881085,-0.00138557789940542,0.563246284378699,0,-0.563246284378699,0,0,NaN,0.277115579881085,0.00138557789940542,0.563246284378699,-0,2
2,2,100,-1,-0.224189693989919,-0.00224189693989919,0.41460144701554,0,-0.41460144701554,0,0,NaN,0.224189693989919,0.00224189693989919,0.41460144701554,-0,2
2,2,200,1,0.00418125168616266,2.09062584308133e-05,0.0145094300256465,0.0145094300256465,-0,0,0,NaN,0.00418125168616266,2.09062584308133e-05,0.0145094300256465,-0,2
2,2,25,1,0.222618434584275,0.00890473738337099,0.420390145899033,0.420390145899033,-0,0,0,NaN,0.222618434584275,0.00890473738337099,0.420390145899033,-0,2
2,2,25,1,0.0229593382647225,0.000918373530588901,0.0497096576542976,0.0497096576542976,-0,0,0,NaN,0.0229593382647225,0.000918373530588901,0.0497096576542976,-0,2
2,2,100,-1,-0.037362890936536,-0.00037362890936536,0.073056887381845,0,-0.073056887381845,0,0,NaN,0.037362890936536,0.00037362890936536,0.073056887381845,-0,2
2,2,50,1,-0.000570775669581223,-1.14155133916245e-05,0.00107769650411992,0,-0.00107769650411992,0,0,NaN,-0.000570775669581223,-1.14155133916245e-05,0,-0.00107769650411992,2
2,2,100,-1,-0.102072883236217,-0.00102072883236217,0.169049828856977,0,-0.169049828856977,0,0,NaN,0.102072883236217,0.00102072883236217,0.169049828856977,-0,2
2,2,200,-1,-0.080271000062687,-0.000401355000313435,0.133200429115345,0,-0.133200429115345,0,0,NaN,0.080271000062687,0.000401355000313435,0.133200429115345,-0,2
2,2,50,1,0.138882080129493,0.00277764160258987,0.28843007301854,0.28843007301854,-0,0,0,NaN,0.138882080129493,0.00277764160258987,0.28843007301854,-0,2
2,2,25,-1,-0.00419798104635244,-0.000167919241854098,0.0112951971978545,0,-0.0112951971978545,0,0,NaN,0.00419798104635244,0.000167919241854098,0.0112951971978545,-0,2
2,2,25,1,0.209147969737194,0.00836591878948776,0.39561522980357,0.39561522980357,-0,0,0,NaN,0.209147969737194,0.00836591878948776,0.39561522980357,-0,2
2,2,25,-1,-0.21017969610542,-0.0084071878442168,0.388594628111456,0,-0.388594628111456,0,0,NaN,0.21017969610542,0.0084071878442168,0.388594628111456,-0,2
2,2,25,1,0.0148927329434639,0.000595709317738554,0.0374695699340342,0.0374695699340342,-0,0,0,NaN,0.0148927329434639,0.000595709317738554,0.0374695699340342,-0,2
2,2,50,-1,-0.0142972621913007,-0.000285945243826014,0.0347193225434064,0,-0.0347193225434064,0,0,NaN,0.0142972621913007,0.000285945243826014,0.0347193225434064,-0,2
2,2,50,-1,-0.0998261675032197,-0.00199652335006439,0.158310449877,0,-0.158310449877,0,0,NaN,0.0998261675032197,0.00199652335006439,0.158310449877,-0,2
2,2,100,1,-0.131824939748779,-0.00131824939748779,0.251363472339364,0,-0.251363472339364,0,0,NaN,-0.131824939748779,-0.00131824939748779,0,-0.251363472339364,2
2,2,25,1,-0.0180030381510707,-0.000720121526042826,0.032203069106803,0,-0.032203069106803,0,0,NaN,-0.0180030381510707,-0.000720121526042826,0,-0.032203069106803,2
2,2,100,-1,-0.0770786269049247,-0.000770786269049247,0.130925508587614,0,-0.130925508587614,0,0,NaN,0.0770786269049247,0.000770786269049247,0.130925508587614,-0,2
2,2,25,-1,-0.107110272448589,-0.00428441089794357,0.213521610832884,0,-0.213521610832884,0,0,NaN,0.107110272448589,0.00428441089794357,0.213521610832884,-0,2
2,2,100,1,0.109973027884444,0.00109973027884444,0.184778997688314,0.184778997688314,-0,0,0,NaN,0.109973027884444,0.00109973027884444,0.184778997688314,-0,2
2,2,100,1,-0.0447988679041717,-0.000447988679041717,0.0795385015655065,0,-0.0795385015655065,0,0,NaN,-0.0447988679041717,-0.000447988679041717,0,-0.0795385015655065,2
2,2,100,1,8.83887885755927e-05,8.83887885755927e-07,0.00150694131270638,0.00150694131270638,-0,0,0,NaN,8.83887885755927e-05,8.83887885755927e-07,0.00150694131270638,-0,2
2,2,200,1,-0.0145194491951178,-7.25972459755892e-05,0.0191256164135443,0,-0.0191256164135443,0,0,NaN,-0.0145194491951178,-7.25972459755892e-05,0,-0.0191256164135443,2
2,2,25,-1,-0.136945168341026,-0.00547780673364105,0.267762505001035,0,-0.267762505001035,0,0,NaN,0.136945168341026,0.00547780673364105,0.267762505001035,-0,2
2,2,50,-1,-0.167275417775192,-0.00334550835550384,0.300189058456735,0,-0.300189058456735,0,0,NaN,0.167275417775192,0.00334550835550384,0.300189058456735,-0,2
2,2,25,-1,-0.182234257750705,-0.00728937031002821,0.36931471151304,0,-0.36931471151304,0,0,NaN,0.182234257750705,0.00728937031002821,0.36931471151304,-0,2
2,2,100,1,-0.0349222487732584,-0.000349222487732584,0.0617455587665242,0,-0.0617455587665242,0,0,NaN,-0.0349222487732584,-0.000349222487732584,0,-0.0617455587665242,2
2,2,50,-1,-0.0539998717683292,-0.00107999743536658,0.112293121639166,0,-0.112293121639166,0,0,NaN,0.0539998717683292,0.00107999743536658,0.112293121639166,-0,2
2,2,100,1,-0.0224763899910612,-0.000224763899910612,0.0369027105072276,0,-0.0369027105072276,0,0,NaN,-0.0224763899910612,-0.000224763899910612,0,-0.0369027105072276,2
2,2,200,-1,-0.102790000343897,-0.000513950001719483,0.166540643562966,0,-0.166540643562966,0,0,NaN,0.102790000343897,0.000513950001719483,0.166540643562966,-0,2
2,2,100,-1,0.0408305829881037,0.000408305829881037,0.0898779327583703,0.0898779327583703,-0,0,0,NaN,-0.0408305829881037,-0.000408305829881037,0,-0.0898779327583703,2
2,2,50,1,0.0192809788533351,0.000385619577066703,0.0403543181276758,0.0403543181276758,-0,0,0,NaN,0.0192809788533351,0.000385619577066703,0.0403543181276758,-0,2
2,2,200,-1,-0.130918939420641,-0.000654594697103203,0.256395921027865,0,-0.256395921027865,0,0,NaN,0.130918939420641,0.000654594697103203,0.256395921027865,-0,2
2,2,200,-1,0.136481647878279,0.000682408239391395,0.277962941887234,0.277962941887234,-0,0,0,NaN,-0.136481647878279,-0.000682408239391395,0,-0.277962941887234,2
2,2,25,-1,-0.000767764907672376,-3.0710596306895e-05,0.264489155440437,0.128884008298541,-0.135605147141896,1,0.0492254856461255,0.0492254856461255,0.000767764907672376,3.0710596306895e-05,0.135605147141896,-0.128884008298541,2
2,2,50,1,-0.0350704886204718,-0.000701409772409436,0.0687839757827195,0,-0.0687839757827195,0,0,NaN,-0.0350704886204718,-0.000701409772409436,0,-0.0687839757827195,2
2,2,50,1,0.00437551372609476,8.75102745218952e-05,0.0153157018267633,0.0153157018267633,-0,0,0,NaN,0.00437551372609476,8.75102745218952e-05,0.0153157018267633,-0,2
2,2,200,1,0.0298134561689781,0.000149067280844891,0.170181070186812,0.1001072709023,-0.0700737992845124,1,0.264236896666818,0.264236896666818,0.0298134561689781,0.000149067280844891,0.1001072709023,-0.0700737992845124,2
2,2,50,-1,-0.287860275218513,-0.00575720550437026,0.486727112440014,0,-0.486727112440014,0,0,NaN,0.287860275218513,0.00575720550437026,0.486727112440014,-0,2
3,1,200,1,0.385921297371744,0.00192960648685872,0.68017823747675,0.68017823747675,-0,0,0,NaN,0.385921297371744,0.00192960648685872,0.68017823747675,-0,2
3,1,100,1,0.0122512705708686,0.000122512705708686,0.111939904101133,0.0722432808974767,-0.0396966232036567,2,1.0885794460666,0.544289723033301,0.0122512705708686,0.000122512705708686,0.0722432808974767,-0.0396966232036567,2
3,1,200,-1,0.398585854574176,0.00199292927287088,0.753104855206048,0.753104855206048,-0,1,0.195532091013118,0.195532091013118,-0.398585854574176,-0.00199292927287088,0,-0.753104855206048,2
3,1,25,-1,0.482269017828764,0.0192907607131506,1.21857075684407,0.98140517904516,-0.237165577798909,4,1.59379627584739,0.398449068961848,-0.482269017828764,-0.0192907607131506,0.237165577798909,-0.98140517904516,2
3,1,25,-1,0.14545932744393,0.0058183730977572,0.289305817571874,0.289305817571874,-0,0,0,NaN,-0.14545932744393,-0.0058183730977572,0,-0.289305817571874,2
