sub,rotationSpeed,afterReversalD,targetSide,perceptualError,RtorsionPosition,RtorsionVelT,RtorsionAngleTotal,RtorsionAngleCW,RtorsionAngleCCW,RsacNumT,RsacNumTCW,RsacNumTCCW,RsacAmpSumT,RsacAmpSumTCW,RsacAmpSumTCCW,RsacAmpMeanT,RsacAmpMeanTCW,RsacAmpMeanTCCW,LtorsionPosition,LtorsionVelT,LtorsionAngleTotal,LtorsionAngleCW,LtorsionAngleCCW,LsacNumT,LsacNumTCW,LsacNumTCCW,LsacAmpSumT,LsacAmpSumTCW,LsacAmpSumTCCW,LsacAmpMeanT,LsacAmpMeanTCW,LsacAmpMeanTCCW,timeWindow,exp
1,100,1,1,10.5485954992759,0.183010522206807,-0.251228827355671,0.183176459926404,0,-0.183176459926404,0,0,0,0,0,0,NaN,NaN,NaN,0.000366579628537874,0.041288366409867,0.0225935408347486,0.0225935408347486,-0,0,0,0,0,0,0,NaN,NaN,NaN,-1,2
1,200,-1,-1,21.6112965385653,-0.121280046527621,-0.0891488440914306,0.091377919000244,0,-0.091377919000244,0,0,0,0,0,0,NaN,NaN,NaN,-0.454495132269381,0.732078153402309,0.432425202678727,0.432425202678727,-0,0,0,0,0,0,0,NaN,NaN,NaN,-1,2
1,25,1,-1,14.3866771232797,-0.00275327875541897,-0.247746275994521,0.167258629827699,0,-0.167258629827699,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,2
1,100,-1,-1,22.9715759601594,0.25636178676018,0.615679744613028,0.293274521209091,0.293274521209091,-0,0,0,0,0,0,0,NaN,NaN,NaN,-0.696065224023511,1.71130676522155,0.540954132542319,0.540954132542319,-0,1,0,1,0.626950254912127,0,0.626950254912127,0.626950254912127,NaN,0.626950254912127,-1,2
1,200,1,1,7.71080853750054,-0.00790774809173824,0.645234670117778,0.306699092637495,0.306699092637495,-0,0,0,0,0,0,0,NaN,NaN,NaN,-0.337128696135761,1.08174923722499,0.541113777525406,0.541113777525406,-0,0,0,0,0,0,0,NaN,NaN,NaN,-1,2
1,200,-1,1,12.0312729026792,0.118335819573677,1.00077388546205,0.698283234420817,0.698283234420817,-0,0,0,0,0,0,0,NaN,NaN,NaN,0.298189908943505,-0.0689742783831478,0.0649589374978105,0,-0.0649589374978105,0,0,0,0,0,0,NaN,NaN,NaN,-1,2
1,200,1,1,8.76514157962413,-0.441453617401424,0.64699628009359,0.349620251052041,0.349620251052041,-0,0,0,0,0,0,0,NaN,NaN,NaN,-0.745746440734127,-0.923261758458414,0.461519834110562,0,-0.461519834110562,0,0,0,0,0,0,NaN,NaN,NaN,-1,2
1,100,-1,1,15.3779131526122,0.0969684589417407,1.25786243431783,0.711025594458743,0.711025594458743,-0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,2
1,200,-1,-1,17.5961032826466,-0.131405761040239,0.849956200112124,0.456659484379726,0.456659484379726,-0,0,0,0,0,0,0,NaN,NaN,NaN,0.0962571983617804,0.368570801464409,0.461783849929794,0.225619434052433,-0.236164415877361,2,2,0,0.298655047530876,0.298655047530876,0,0.149327523765438,0.149327523765438,NaN,-1,2
1,100,1,1,7.6856297360597,-0.00426823434182371,1.58881509456141,0.729937089103356,0.729937089103356,-0,0,0,0,0,0,0,NaN,NaN,NaN,-0.29999496373734,1.11883859180511,0.551607051209283,0.551607051209283,-0,0,0,0,0,0,0,NaN,NaN,NaN,-1,2
