sub,rotationSpeed,afterReversalD,targetSide,timeWindow,exp,perceptualError,eye,torsionPosition,torsionVelT,torsionAngleTotal,torsionAngleCW,torsionAngleCCW,sacNumT,sacNumTCW,sacNumTCCW,sacAmpSumT,sacAmpSumTCW,sacAmpSumTCCW,sacAmpMeanT,sacAmpMeanTCW,sacAmpMeanTCCW
1,50,-1,-1,-1,2,7.16335204937485,1,0.985722039299668,1.93802294404383,0.626714243381921,0.626714243381921,-0,1,1,0,0.15403327053207,0.15403327053207,0,0.15403327053207,0.15403327053207,NaN
1,50,-1,1,-1,2,16.263883428777,2,-0.516534594674722,1.60186592894698,1.18965923403426,1.18965923403426,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,-1,-1,-1,2,16.4920386370208,1,0.381542729881754,0.121811189563724,0.0935143797411563,0.0903778375736783,-0.00313654216747797,1,1,0,0.395526398245048,0.395526398245048,0,0.395526398245048,0.395526398245048,NaN
1,200,-1,1,-1,2,9.61315816868776,2,0.0618291650598768,1.38938750466419,0.722429315883367,0.722429315883367,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,1,1,-1,2,17.5189892248844,2,0.152911818447425,1.00133407993648,0.380619064025392,0.380619064025392,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,1,-1,-1,2,18.6526679618412,1,0.312538868291852,-0.439119221953501,0.483701770075839,0.174688170311225,-0.309013599764613,2,1,1,0.285885595154737,0.0473579812015418,0.238527613953195,0.142942797577369,0.0473579812015418,0.238527613953195
1,50,-1,1,-1,2,11.3894653920711,2,0.27882012355589,1.84138892477431,1.21287121635469,1.21287121635469,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,1,-1,-1,2,15.8814339834009,1,0.954624443079477,-1.04918397115553,0.347929922173371,0,-0.347929922173371,1,0,1,0.171898574731482,0,0.171898574731482,0.171898574731482,NaN,0.171898574731482
1,25,1,1,-1,2,7.90969046669856,2,-0.171540602141046,1.64932325731498,0.725728624155035,0.725728624155035,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,-1,-1,2,25.0521687388181,1,0.330880208735984,1.89568201393378,0.960467842480664,0.62981250605525,-0.330655336425414,2,1,1,0.405951660202428,0.061106835441002,0.344844824761426,0.202975830101214,0.061106835441002,0.344844824761426
1,100,1,1,-1,2,21.511160270195,2,-0.337828294576141,1.77228775798743,1.37939625175496,1.37939625175496,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,-1,1,-1,2,3.98896763717038,2,0.312236382879085,1.46689997307911,0.893264162863202,0.821896019674724,-0.0713681431884775,1,0,1,0.142727331857822,0,0.142727331857822,0.142727331857822,NaN,0.142727331857822
1,100,-1,-1,-1,2,11.124393073149,1,0.594215738110859,1.07698752462285,0.481425490268974,0.481425490268974,-0,1,1,0,0.320267708875671,0.320267708875671,0,0.320267708875671,0.320267708875671,NaN
1,100,1,1,-1,2,13.1044257587596,2,-0.181170216966571,0.598689807276192,0.391244738549412,0.391244738549412,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,-1,1,-1,2,9.91484348645705,2,-0.403844539186356,1.61470049863853,1.00090789963594,1.00090789963594,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,1,-1,2,10.2081692679094,2,-0.601124834005099,1.36888581936135,0.657516596763481,0.657516596763481,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,-1,-1,2,5.81033575244514,1,0.572547456260639,-1.37077560879861,0.633398497637424,0,-0.633398497637424,0,0,0,0,0,0,NaN,NaN,NaN
1,25,-1,1,-1,2,9.26551962232512,2,0.0733669107279524,2.02549527123276,0.849609451620403,0.849609451620403,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,1,-1,2,9.60781655118192,2,-0.786849557808714,1.5379756129609,0.558336184894594,0.558336184894594,-0,1,1,0,0.325827267574644,0.325827267574644,0,0.325827267574644,0.325827267574644,NaN
1,200,-1,-1,-1,2,12.7694449261385,1,0.6906016098062,1.52647689046111,0.546802917203783,0.502121662221557,-0.0446812549822255,1,1,0,0.294818994418206,0.294818994418206,0,0.294818994418206,0.294818994418206,NaN
1,50,1,1,-1,2,14.9401024634781,2,0.348364474405192,1.66756294453718,0.869606441707826,0.869606441707826,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,-1,-1,-1,2,11.0887131690347,1,0.990187765815057,-0.34321865551144,0.232012772448975,0.0803771388021419,-0.151635633646833,2,1,1,0.216031230056721,0.10489210089599,0.111139129160732,0.108015615028361,0.10489210089599,0.111139129160732
1,25,1,1,-1,2,6.99154972572247,2,0.333988800372057,1.12634013613845,0.493772604120947,0.493772604120947,-0,1,0,1,0.333910730639034,0,0.333910730639034,0.333910730639034,NaN,0.333910730639034
1,25,-1,1,-1,2,8.84821493797566,2,0.0399450707971715,0.144532909765642,0.0875381023294472,0.0875381023294472,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,-1,1,-1,2,17.2992366153219,2,0.084154220426498,0.515894081025287,0.314242715091746,0.314242715091746,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,1,-1,-1,2,9.36765471166698,1,0.65890438952346,0.974232872732519,0.757220943207963,0.757220943207963,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,1,1,-1,2,5.45091235617839,2,-0.551743307816327,1.80609991493592,0.86524243500748,0.86524243500748,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,1,-1,2,8.16569015681577,2,-0.896174353007956,1.51166128575139,0.728219146327455,0.728219146327455,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,-1,1,-1,2,0.648027925372326,2,-0.703247707480898,1.17164891838726,0.865411625665876,0.865411625665876,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,-1,1,-1,2,8.61827023780643,2,-0.784277831179435,1.44803131479786,0.941106491406311,0.941106491406311,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,1,-1,2,16.6656271865682,2,-0.650224641085229,1.43112953770441,1.05935375871196,1.05935375871196,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,-1,-1,2,12.6906265851642,1,0.390434212285412,1.6442285337698,0.684800000895503,0.684800000895503,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,1,-1,-1,2,7.90124889357282,1,0.410508603753029,1.08273587252655,0.774864039486132,0.774864039486132,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,-1,-1,-1,2,10.1703199447852,1,0.119286559072944,0.389538458313913,0.316952402582773,0.316952402582773,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,1,1,-1,2,16.6083428830068,2,-1.07577585346426,1.13891291728162,0.648093921530951,0.648093921530951,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,1,-1,2,0.137835460020574,2,-1.17194570663337,0.735319950524701,0.565018665742327,0.565018665742327,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,-1,-1,-1,2,9.5283825618989,1,0.0895775762847777,1.26358808593755,0.458961869041142,0.458961869041142,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,-1,-1,2,9.44015700489022,1,0.926755907321676,1.13509672981399,0.468159141712975,0.411398016046166,-0.0567611256668092,1,0,1,0.406920130422847,0,0.406920130422847,0.406920130422847,NaN,0.406920130422847
1,50,1,1,-1,2,2.85232615598682,2,-0.532380494265016,1.0362441876724,0.423561059593822,0.423561059593822,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,1,1,-1,2,10.5325011152605,2,-0.882208221569098,1.87845197447026,0.859580178222084,0.859580178222084,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,1,-1,2,10.2666619478722,2,-2.14196705676014,1.06224682066262,0.581228727737207,0.581228727737207,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,-1,-1,2,10.5542252103284,1,-0.0669540988863396,0.605555760867812,0.457443308979557,0.457443308979557,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,-1,1,-1,2,15.8320711671434,2,-1.24624383634424,1.53374107680826,0.859565893307123,0.859565893307123,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,-1,-1,2,17.2334766086841,1,0.886963867443792,1.07216263311641,0.462936915905223,0.462936915905223,-0,2,0,2,0.651406079166031,0,0.651406079166031,0.325703039583016,NaN,0.325703039583016
1,50,1,1,-1,2,13.1149941409235,2,-1.1726915627688,1.83377544607179,0.85184383412868,0.85184383412868,-0,1,0,1,0.632166308003782,0,0.632166308003782,0.632166308003782,NaN,0.632166308003782
1,25,-1,-1,-1,2,8.99603059399095,1,0.364290253697829,1.3401318911715,0.762273594430598,0.762273594430598,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,1,-1,2,18.0563004506253,2,-1.674360413145,2.13772643118221,0.877152850721442,0.877152850721442,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,1,-1,2,19.5432754708543,2,-1.06449949238831,1.35637246243401,1.06685985675667,1.06685985675667,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,-1,-1,-1,2,18.5251426020687,1,0.424498646473565,0.188889981876999,0.137014692747488,0.137014692747488,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,1,-1,2,15.7635362121599,2,-0.530193986933536,0.905476413027018,0.661639944834362,0.661639944834362,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,-1,-1,-1,2,19.2376145112571,1,0.768184321141323,0.475679536722962,0.262862335195805,0.238173440191338,-0.0246888950044674,1,0,1,0.180761038540539,0,0.180761038540539,0.180761038540539,NaN,0.180761038540539
1,50,-1,-1,-1,2,7.69301856595003,1,0.146373142581837,0.628434192761255,0.419771394433327,0.419771394433327,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,100,-1,1,-1,2,11.4047020152857,2,-2.23567419483728,1.9016989857338,1.01069331190665,1.01069331190665,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,1,-1,2,7.39556125012511,2,-1.45314787296849,1.19939066279708,0.497356339378571,0.497356339378571,-0,1,0,1,0.260832806358694,0,0.260832806358694,0.260832806358694,NaN,0.260832806358694
1,100,1,-1,-1,2,20.9963867163584,1,0.355996432131993,0.409377540963205,0.247223027816324,0.247223027816324,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,-1,-1,2,12.2935285371419,1,0.439518456629176,0.76009833493828,0.570019800202035,0.570019800202035,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,-1,-1,2,15.3141306230073,1,0.449259342759248,0.666589407633725,0.356658071793754,0.356658071793754,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,-1,1,-1,2,13.1462675499379,2,-1.22362267203692,2.07962311790294,0.840872796502685,0.840872796502685,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,1,-1,2,13.06284189778,2,-0.841854186659118,1.79702750527865,0.791684720773731,0.791684720773731,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,1,1,-1,2,11.3738252110004,2,-1.5042248094183,2.44969212247597,1.036872203314,1.036872203314,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,1,-1,-1,2,11.894679056845,1,0.298026115348927,1.23625191792334,0.779772296941184,0.779772296941184,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,-1,1,-1,2,8.02602943830614,2,-1.79133560608283,2.36544835017347,0.9603046523685,0.9603046523685,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,200,-1,-1,-1,2,24.749667601041,1,0.87232053062096,0.801975391440518,0.375822043793199,0.375822043793199,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,25,1,-1,-1,2,9.05183571800725,1,0.558508288073376,1.01272108828563,0.709160203322336,0.709160203322336,-0,0,0,0,0,0,0,NaN,NaN,NaN
1,50,-1,-1,-1,2,13.1290071893201,1,0.907923991514249,0.384312982273863,0.277823954157886,0.256249991286021,-0.0215739628718656,1,1,0,0.27521074135394,0.27521074135394,0,0.27521074135394,0.27521074135394,NaN
1,50,1,1,-1,2,6.19112900505475,2,0.757331996352932,-0.268342873262939,0.475080952116667,0.173710777384785,-0.301370174731883,1,0,1,0.218883450565314,0,0.218883450565314,0.218883450565314,NaN,0.218883450565314
1,200,1,-1,-1,2,14.5744299303693,1,0.792453551567685,-0.61998541189987,0.370848434609886,0,-0.370848434609886,0,0,0,0,0,0,NaN,NaN,NaN
1,200,1,-1,-1,2,15.1444432567788,1,-0.305236476726272,1.76684181733355,0.716516122404212,0.716516122404212,-0,1,1,0,0.343599704089833,0.343599704089833,0,0.343599704089833,0.343599704089833,NaN
1,200,-1,-1,-1,2,14.6375589146199,1,-0.520003962389626,-0.650491149554939,0.557595871905705,0.139838325094982,-0.417757546810723,1,0,1,0.241799984136694,0,0.241799984136694,0.241799984136694,NaN,0.241799984136694
1,25,-1,-1,-1,2,10.0081701418896,1,-0.874800560378238,-0.477501421164811,0.385771512314287,0.0622324676221508,-0.323539044692136,1,0,1,0.217721458423597,0,0.217721458423597,0.217721458423597,NaN,0.217721458423597
