sub,eye,rotationSpeed,sameSideAfterReversalD,torsionVelTMean,torsionVelTStd,torsionVelTGainMean,torsionVelTGainStd,torsionAngleTotalMean,torsionAngleTotalStd,torsionAngleCWMean,torsionAngleCWStd,torsionAngleCCWMean,torsionAngleCCWStd,sacNumTMean,sacNumTStd,sacAmpSumTMean,sacAmpSumTStd,sacAmpMeanTMean,sacAmpMeanTStd,nonErrorTrialN,exp
3,2,50,1,-0.109450723215812,0.110761050919199,-0.00218901446431624,0.00221522101838399,0.244696662823411,0.200029395419791,0.0150299368090779,0.0234270108564497,-0.229666726014333,0.207907053010081,0.166666666666667,0.408248290463863,0.0348520124603607,0.0853696470370051,0.209112074762164,NaN,6,2
3,2,100,1,0.0720217563833785,0.200297558976975,0.000720217563833785,0.00200297558976975,0.325455889794351,0.182229446974532,0.22617945013079,0.249045565653537,-0.0992764396635605,0.158348270766262,0,0,0,0,NaN,-0,6,2
3,2,200,1,-0.00281338301421649,0.169401439294243,-1.40669150710824e-05,0.000847007196471217,0.243474083164649,0.193024838237187,0.116860233955018,0.186787792224197,-0.12661384920963,0.168255652255852,0.333333333333333,0.516397779494322,0.100798825473437,0.184029209855751,0.302396476420312,0.217735876232571,6,2
4,1,25,-1,-0.225459936759223,0.0877498125335158,-0.00901839747036892,0.00350999250134063,0.443079566275943,0.0593577092364437,0.0320067341736443,0.0640134683472887,-0.411072832102298,0.0957084041472535,1,0.816496580927726,0.481813410145647,0.387046010259489,0.521514473476705,0.28929426317493,4,2
4,1,50,-1,-0.0758499654864521,0.0883365051342024,-0.00151699930972904,0.00176673010268405,0.220636950248841,0.1549985288692,0.0490481147731069,0.0566009489941898,-0.171588835475735,0.148885505792348,0.666666666666667,1.03279555898864,0.167686299287204,0.265171877744674,0.251529448930806,0.0594900918421009,6,2
4,1,100,-1,-0.368751947064908,NaN,-0.00368751947064908,NaN,0.517200864895933,NaN,0,NaN,-0.517200864895933,NaN,3,NaN,0.463938567403563,NaN,0.154646189134521,NaN,1,2
4,1,200,-1,0.0173448268202279,0.0731828733714381,8.67241341011394e-05,0.000365914366857191,0.189560350147561,0.099403424115053,0.0985273338404347,0.080082006781182,-0.0910330163071266,0.0850938257590432,1,1,0.315143112200238,0.277764372046864,0.367445930793118,0.221902066213173,3,2
4,2,25,-1,-0.241110862523485,0.20409418020338,-0.00964443450093941,0.00816376720813518,0.450682819777321,0.375959791894996,0.0033386326553564,0.00817794644421646,-0.447344187121965,0.37521620551215,0.166666666666667,0.408248290463863,0.0466774596368586,0.114335958599661,0.280064757821152,NaN,6,2
4,2,50,-1,-0.30905694281972,0.281467742357712,-0.00618113885639441,0.00562935484715424,0.606526766063207,0.557134334004872,0,0,-0.606526766063207,0.557134334004872,0,0,0,0,NaN,-0,5,2
4,2,100,-1,-0.417758775019583,0.268496371071955,-0.00417758775019583,0.00268496371071955,0.776974129880445,0.448242723809214,0,0,-0.776974129880445,0.448242723809214,0,0,0,0,NaN,-0,6,2
4,2,200,-1,-0.335880216631043,0.21794513419123,-0.00167940108315521,0.00108972567095615,0.647891883901595,0.42115208159811,0.0155574734843701,0.0381078717235857,-0.632334410417225,0.398779454118619,0.333333333333333,0.516397779494322,0.17579204464519,0.291635979518567,0.52737613393557,0.233288677869999,6,2
4,1,25,1,-0.189028283632034,0.157517113600097,-0.00756113134528136,0.00630068454400387,0.38992129000158,0.270476915158917,0.0293665726502891,0.0260758080941205,-0.36055471735129,0.294812023727951,1.33333333333333,0.577350269189626,0.352846649791871,0.109976141338587,0.274853665105333,0.0583939793193417,3,2
4,1,50,1,-0.109366959026388,0.13990218950353,-0.00218733918052777,0.0027980437900706,0.274706020317409,0.220856672103932,0.0406172964703528,0.070351221152739,-0.234088723847057,0.216173887700823,0.666666666666667,1.15470053837925,0.252968959984683,0.438155091431329,0.379453439977024,NaN,3,2
4,1,100,1,-0.0531854049182805,0.0997214501514113,-0.000531854049182805,0.000997214501514113,0.205512563718743,0.135072522582367,0.059006095595193,0.0676715933380982,-0.14650646812355,0.149260921156866,1,0.894427190999916,0.347651685298105,0.418346967161919,0.305511883894427,0.177327079447567,6,2
4,1,200,1,0.0380077794101667,0.214299789483903,0.000190038897050834,0.00107149894741952,0.341369266424497,0.135698794100221,0.20202513195839,0.256338027248385,-0.139344134466107,0.1666564057626,0.5,0.577350269189626,0.555746548138321,0.792691060941221,1.11149309627664,0.806015168106479,4,2
4,2,25,1,-0.279603012703293,0.186016661395642,-0.0111841205081317,0.00744066645582567,0.515713251033478,0.346326886495322,0,0,-0.515713251033478,0.346326886495322,0.25,0.5,0.107285312145688,0.214570624291376,0.429141248582752,NaN,4,2
4,2,50,1,-0.405428463865188,0.222404171325288,-0.00810856927730376,0.00444808342650575,0.773310970273333,0.406912367644986,0,0,-0.773310970273333,0.406912367644986,0,0,0,0,NaN,-0,6,2
4,2,100,1,-0.300954717605809,0.162299082471588,-0.00300954717605809,0.00162299082471588,0.55506253013545,0.300330929346251,0,0,-0.55506253013545,0.300330929346251,0.2,0.447213595499958,0.045035873681138,0.100703274977118,0.22517936840569,NaN,5,2
4,2,200,1,-0.140849581845804,0.181864343319529,-0.000704247909229022,0.000909321716597644,0.397906437166979,0.254113695953847,0.0568807306147118,0.0834897941697669,-0.341025706552267,0.300953573808893,0.2,0.447213595499958,0.0405422682228753,0.0906552677083789,0.202711341114377,NaN,5,2
5,1,25,-1,-0.073725292492376,0.0229011823580707,-0.00294901169969504,0.000916047294322826,0.139331740775641,0.0380917167975933,0,0,-0.139331740775641,0.0380917167975933,0,0,0,0,NaN,-0,5,2
5,1,50,-1,-0.123676674670632,0.0459093353684141,-0.00247353349341265,0.000918186707368282,0.238732154338064,0.0836716606146358,0,0,-0.238732154338064,0.0836716606146358,0,0,0,0,NaN,-0,6,2
5,1,100,-1,-0.0414452068589349,0.0224838133794149,-0.000414452068589349,0.000224838133794149,0.0777636062352341,0.0441346898976146,0,0,-0.0777636062352341,0.0441346898976146,0,0,0,0,NaN,-0,6,2
5,1,200,-1,-0.0385172229051971,0.0471282916515641,-0.000192586114525985,0.00023564145825782,0.0959500073427798,0.0642651637243413,0.0115870581707764,0.0283823801383488,-0.0843629491720034,0.0753026953371051,0,0,0,0,NaN,-0,6,2
5,2,25,-1,-0.116695761182186,0.0482727365382424,-0.00466783044728744,0.0019309094615297,0.222292142672812,0.0941036334717376,0,0,-0.222292142672812,0.0941036334717376,0,0,0,0,NaN,-0,6,2
5,2,50,-1,-0.207704040046047,0.0525083830131286,-0.00415408080092094,0.00105016766026257,0.385506138732951,0.0941364671534577,0,0,-0.385506138732951,0.0941364671534577,0,0,0,0,NaN,-0,6,2
5,2,100,-1,-0.240218113266066,0.140474332137251,-0.00240218113266066,0.00140474332137251,0.437771026829682,0.259054635924103,0.00495858828833429,0.0121460111509596,-0.432812438541348,0.250794603042754,0.333333333333333,0.816496580927726,0.0473436983369813,0.115967903461857,0.142031095010944,NaN,6,2
5,2,200,-1,-0.163831501794302,0.188598655002551,-0.000819157508971509,0.000942993275012757,0.388070220317811,0.231641427506498,0.0353387784262157,0.0790199108028214,-0.352731441891595,0.280314734372596,0,0,0,0,NaN,-0,5,2
5,1,25,1,0.0264109482697174,0.0849872333689022,0.0010564379307887,0.00339948933475609,0.127482460991585,0.103000728146393,0.0893512156727105,0.104069583069487,-0.0381312453188749,0.0891944357955376,0,0,0,0,NaN,-0,6,2
5,1,50,1,0.00966601888320333,0.107758283816567,0.000193320377664066,0.00215516567633135,0.126158015087097,0.155483699136671,0.0725823751991872,0.177789783557249,-0.0535756398879095,0.0435743827265884,0,0,0,0,NaN,-0,6,2
5,1,100,1,-0.0757905075878751,0.099661414506768,-0.000757905075878751,0.00099661414506768,0.169589228506664,0.166738086211491,0.0128106753177013,0.031379617788835,-0.156778553188963,0.177868386513557,0,0,0,0,NaN,-0,6,2
5,1,200,1,0.0302990825012712,0.181079314225612,0.000151495412506356,0.00090539657112806,0.285372632045329,0.147717267090519,0.169917709169302,0.221204798578222,-0.115454922876027,0.141321033467956,0,0,0,0,NaN,-0,6,2
5,2,25,1,-0.201250273098073,0.051844037770002,-0.00805001092392291,0.00207376151080008,0.381877646730571,0.0912808537460555,0,0,-0.381877646730571,0.0912808537460555,0,0,0,0,NaN,-0,5,2
5,2,50,1,-0.274362792121336,0.0513671360607655,-0.00548725584242672,0.00102734272121531,0.535010228274887,0.12202327778316,0,0,-0.535010228274887,0.12202327778316,0,0,0,0,NaN,-0,6,2
5,2,100,1,-0.226112572639134,0.0633748873884547,-0.00226112572639134,0.000633748873884547,0.418058435974429,0.132512912633942,0,0,-0.418058435974429,0.132512912633942,0,0,0,0,NaN,-0,6,2
5,2,200,1,-0.203303883306176,0.0879571294581515,-0.00101651941653088,0.000439785647290757,0.380641700295828,0.169146852328415,0,0,-0.380641700295828,0.169146852328415,0,0,0,0,NaN,-0,6,2
6,1,25,-1,0.129934441048161,0.0104647513641524,0.00519737764192644,0.000418590054566097,0.938308274843364,0.991886139712107,0.593382646134243,0.504087637581601,-0.344925628709122,0.487798502130507,1.5,0.707106781186548,0.388781028719094,0.327437436378622,0.233702463619905,0.10812322638199,2,2
6,1,50,-1,-0.0524273073013932,0.0348752431639083,-0.00104854614602786,0.000697504863278165,1.04635792069058,0.219365595870936,0.492785392272539,0.144338056736322,-0.553572528418042,0.0750275391346141,2,0,0.575685034428952,0.0866011025643462,0.287842517214476,0.0433005512821731,2,2
6,1,100,-1,0.250513590133221,0.25398050697946,0.00250513590133221,0.0025398050697946,0.863295633725665,0.649570661150343,0.647865366041019,0.542566569435304,-0.215430267684646,0.107004091715038,3,0,1.09090153587707,0.191372971645749,0.363633845292356,0.0637909905485831,2,2
6,1,200,-1,0.0185196961338376,0.404101412340758,9.25984806691882e-05,0.00202050706170379,0.578957155884413,0.18474444922031,0.254032105605755,0.384842683015268,-0.324925050278659,0.231174694068137,2.33333333333333,1.15470053837925,0.746176870254388,0.289595251515442,0.342051614223259,0.0707371000354149,3,2
6,2,25,-1,-0.0463325869764063,0.0869731442731115,-0.00185330347905625,0.00347892577092446,0.148461890063781,0.109988744361894,0.0305411998582763,0.048027904171171,-0.117920690205505,0.135772967810283,0,0,0,0,NaN,-0,6,2
6,2,50,-1,-0.0525517162627337,0.134587076783689,-0.00105103432525467,0.00269174153567378,0.20823247889339,0.138438319649051,0.0551095428576132,0.118361111377579,-0.153122936035777,0.158469234689492,0.166666666666667,0.408248290463863,0.0949369194398264,0.232547010379288,0.569621516638958,NaN,6,2
6,2,100,-1,-0.0217013326409879,0.219521741466461,-0.000217013326409879,0.00219521741466461,0.345173477062324,0.0581382161089099,0.148163380748667,0.207183172044814,-0.197010096313657,0.182837059078309,0,0,0,0,NaN,-0,5,2
6,2,200,-1,0.0125928274854292,0.196711930738103,6.29641374271461e-05,0.000983559653690516,0.256686288679032,0.16286927316731,0.128270419387878,0.14911850354787,-0.128415869291154,0.213236876657814,0.4,0.894427190999916,0.137908383078528,0.30837251923067,0.344770957696319,NaN,5,2
6,1,25,1,0.188394987739417,0.2483143163243,0.00753579950957668,0.00993257265297202,0.765633800057942,0.452508441593017,0.579075376461214,0.336820755058593,-0.186558423596728,0.323128668249489,1,1,0.225445744588239,0.346525914897276,0.182054439548384,0.184093716229291,3,2
6,1,50,1,0.194419622302681,0.163789158392637,0.00388839244605363,0.00327578316785273,1.09884867421997,0.274228005018189,0.711774743160051,0.176541715804021,-0.387073931059924,0.194627798478983,2.4,1.14017542509914,0.64797841014126,0.150377842889997,0.312454776145161,0.124023438491507,5,2
6,1,100,1,-0.00837087285513364,0.0663166740423759,-8.37087285513364e-05,0.000663166740423759,0.0816315056054382,0.018519371491737,0.034268166220159,0.0484625054262045,-0.0473633393852791,0.0669818769179415,0,0,0,0,NaN,-0,2,2
6,1,200,1,-0.0568397916560206,0.0759116762942667,-0.000284198958280103,0.000379558381471333,0.714027553746039,0.720247530025168,0.300366999463694,0.415010599653357,-0.413660554282346,0.30538208583722,0.666666666666667,0.577350269189626,0.142751842336149,0.129480693649457,0.214127763504224,0.0544368195281616,3,2
6,2,25,1,0.00153335653751917,0.0689503933054185,6.13342615007666e-05,0.00275801573221674,0.179408147003422,0.124932152415591,0.0839264615858457,0.084134887028056,-0.0954816854175764,0.0969140137046804,0.333333333333333,0.516397779494322,0.121561892175838,0.188742852796577,0.364685676527515,0.0281389206706719,6,2
6,2,50,1,-0.131772244565064,0.170632830180045,-0.00263544489130128,0.00341265660360091,0.50103858583626,0.313857202895336,0.134431752239294,0.168479885690542,-0.366606833596966,0.260546587127867,0.833333333333333,1.16904519445001,0.297210484040958,0.368726182776412,0.410555798826757,0.218650428815661,6,2
6,2,100,1,-0.0824580981698294,0.151974126661504,-0.000824580981698294,0.00151974126661504,0.228515336111312,0.215389813107176,0.0332191349893474,0.0520831830732449,-0.195296201121964,0.244742805412634,0,0,0,0,NaN,-0,5,2
6,2,200,1,-0.0947149720467949,0.173513566832782,-0.000473574860233974,0.000867567834163912,0.261994234717018,0.184566263557593,0.0466859169336684,0.0933718338673368,-0.215308317783349,0.228366772805557,0,0,0,0,NaN,-0,4,2
7,1,25,-1,-0.0368075573321416,0.0628428711997893,-0.00147230229328566,0.00251371484799157,0.233854650463884,0.287360995914734,0.0887096816763132,0.109500877630139,-0.145144968787571,0.185840988571671,0.5,0.547722557505166,0.212522828115758,0.238876994857963,0.425045656231517,0.0846031280152675,6,2
7,1,50,-1,-0.151944117122997,0.1685572707912,-0.00303888234245995,0.003371145415824,0.550988460956728,0.242617411574447,0.138011585195464,0.138724057077141,-0.412976875761263,0.247356482199315,0.666666666666667,0.516397779494322,0.230918778246326,0.21370124063377,0.346378167369488,0.150964294676738,6,2
7,1,100,-1,0.0965864267300311,0.147050809502643,0.000965864267300311,0.00147050809502643,0.255063853209679,0.151735703158422,0.210211177801767,0.191144566936618,-0.0448526754079111,0.100293631184822,0,0,0,0,NaN,-0,5,2
7,1,200,-1,0.0224019772571146,0.0631094310402224,0.000112009886285573,0.000315547155201112,0.0989020333511753,0.0481003321033175,0.0673989695585491,0.072645589876847,-0.0315030637926262,0.0484194724650629,0.2,0.447213595499958,0.0975743023904992,0.218182773002276,0.487871511952496,NaN,5,2
7,2,25,-1,0.108521005219964,0.137473088722471,0.00434084020879858,0.00549892354889885,0.24848788274851,0.211836754223609,0.234619907165088,0.226716661737694,-0.0138679755834221,0.0277359511668442,0.25,0.5,0.13031015379176,0.26062030758352,0.52124061516704,NaN,4,2
7,2,50,-1,0.148366672751975,0.203377989830324,0.0029673334550395,0.00406755979660648,0.415921241496346,0.289842957653301,0.333471201924342,0.318411868202725,-0.0824500395720032,0.103380439788364,0.25,0.5,0.0614347694329203,0.122869538865841,0.245739077731681,NaN,4,2
7,2,100,-1,0.0427180012803759,0.115543141856968,0.000427180012803759,0.00115543141856968,0.285162692904878,0.150156319892102,0.185210841113851,0.108156772420695,-0.0999518517910276,0.143516841782195,0.6,1.34164078649987,0.200058355945564,0.44734408336113,0.333430593242607,NaN,5,2
7,2,200,-1,0.0303796665270585,0.170408945459979,0.000151898332635293,0.000852044727299895,0.260282177450129,0.19745986700164,0.165315974895632,0.171526725525793,-0.0949662025544966,0.182175504583445,0.4,0.894427190999916,0.159027108614383,0.355595425127002,0.397567771535957,NaN,5,2
