sub,rotationSpeed,LsameSideAfterReversalD,LtorsionVelT,LtorsionVGain,LtorsionAngleTotal,LtorsionAngleCW,LtorsionAngleCCW,LsacNumT,LsacAmpSumT,LsacAmpMeanT,RsameSideAfterReversalD,RtorsionVelT,RtorsionVGain,RtorsionAngleTotal,RtorsionAngleCW,RtorsionAngleCCW,RsacNumT,RsacAmpSumT,RsacAmpMeanT,exp
6,50,1,0.230508542095234,0.00461017084190467,1.0722491098917,0.783938854480335,-0.288310255411368,2,0.567754660196754,0.283877330098377,-1,0.0416311189973838,0.000832622379947675,0.0598073320681008,0.0598073320681008,-0,0,0,NaN,2
6,100,-1,0.466587588488819,0.00466587588488819,1.27854486067643,1.04173265865203,-0.236812202024393,3,0.905554014632635,0.301851338210878,1,-0.209154734853785,-0.00209154734853785,0.41218397446622,0,-0.41218397446622,1,0.262210634064085,0.262210634064085,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.107654765912817,-0.00430619063651269,0.201408970071519,0,-0.201408970071519,1,0.421332719129827,0.421332719129827,2
6,100,1,-0.0541898568189971,-0.000541898568189971,0.102379440563158,0,-0.102379440563158,0,0,NaN,-1,-0.200002213431074,-0.00200002213431074,0.360020072089822,0,-0.360020072089822,1,0.178958771686107,0.178958771686107,2
6,25,1,0.110935275666983,0.00443741102667933,0.237545694145646,0.237545694145646,-0,0,0,NaN,-1,-0.0844609716926456,-0.00337843886770582,0.175736943335328,0,-0.175736943335328,1,0.227107103093188,0.227107103093188,2
6,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.0536850703813573,0.000536850703813573,0.112747605750312,0.112747605750312,-0,0,0,NaN,2
6,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.00387637114648905,3.87637114648905e-05,0.0180728399825083,0.0180728399825083,-0,1,0.243014141221466,0.243014141221466,2
6,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0032775299024014,-3.2775299024014e-05,0.020764807831221,0,-0.020764807831221,1,0.224398844322938,0.224398844322938,2
6,200,-1,-0.216427970315325,-0.00108213985157663,0.44249733052975,0.0620278526412054,-0.380469477888544,4,0.958517465692358,0.23962936642309,1,-0.327711568839086,-0.00163855784419543,0.549250689010545,0,-0.549250689010545,1,0.350234457770955,0.350234457770955,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.068964469187092,-0.00275857876748368,0.123054795636862,0,-0.123054795636862,1,0.194465411749152,0.194465411749152,2
6,50,1,0.165239006935586,0.00330478013871172,0.736903518317113,0.474806980688219,-0.262096537628894,3,0.900264973102789,0.300088324367596,-1,-0.199637824722054,-0.00399275649444107,0.335454273246592,0,-0.335454273246592,1,0.28393229281705,0.28393229281705,2
6,25,1,0.370075556907803,0.0148030222763121,0.694068816617986,0.694068816617986,-0,2,0.607508322944902,0.303754161472451,-1,-0.00262168763487355,-0.000104867505394942,0.0194957228821827,0.0194957228821827,-0,1,0.331436938034642,0.331436938034642,2
6,100,-1,0.0805187914730959,0.000805187914730959,0.395989101203267,0.26787560855733,-0.128113492645937,3,1.18907207750008,0.396357359166692,1,-0.275003019579165,-0.00275003019579165,0.520392284295351,0,-0.520392284295351,1,0.351012081294584,0.351012081294584,2
6,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.195130438042631,-0.00390260876085263,0.374263627434554,0,-0.374263627434554,1,0.306528736316553,0.306528736316553,2
6,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.138810082221468,0.000694050411107338,0.255987609431447,0.255987609431447,-0,0,0,NaN,2
6,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.111517941656423,-0.00111517941656423,0.225976409363398,0,-0.225976409363398,0,0,NaN,2
6,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.180805283181914,-0.00361610566363827,0.329920707802229,0,-0.329920707802229,1,0.475389373059186,0.475389373059186,2
6,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.0481108065349609,0.000240554032674804,0.102528225987313,0.102528225987313,-0,1,0.347226144013338,0.347226144013338,2
6,200,1,0.050831771199758,0.00025415885599879,1.47875467338364,0.769355319679078,-0.70939935370456,1,0.18452862047855,0.18452862047855,-1,-0.0582832601344225,-0.000291416300672113,0.130806493303503,0,-0.130806493303503,1,0.237257554158985,0.237257554158985,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.172511955660011,-0.00690047822640044,0.309916331564698,0,-0.309916331564698,1,0.340945109745359,0.340945109745359,2
6,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.394899937281365,-0.0078979987456273,0.987830055606267,0.158282815527659,-0.829547240078608,4,1.3506186406479,0.337654660161976,2
6,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.112033801505658,-0.00224067603011315,0.681078606307665,0.259653870575952,-0.421424735731713,2,0.633517540644436,0.316758770322218,2
6,200,-1,0.508293401569678,0.00254146700784839,0.806762602345072,0.73680939367567,-0.0699532086694017,3,0.932181563168902,0.310727187722967,1,0.0984774577250493,0.000492387288625246,0.180520998939686,0.180520998939686,-0,1,0.170572566672363,0.170572566672363,2
6,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.130061601586453,-0.00260123203172906,0.206094016470736,0,-0.206094016470736,1,0.317674436604624,0.317674436604624,2
6,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.261518941075321,0.00261518941075321,0.464976384645453,0.464976384645453,-0,0,0,NaN,2
6,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0261701014744345,-0.000130850507372173,0.0722967122392226,0,-0.0722967122392226,0,0,NaN,2
6,50,1,0.0405933776485833,0.000811867552971667,1.4098724620492,0.746735110277969,-0.663137351771234,4,0.604211934662661,0.151052983665665,-1,-0.0131212160437243,-0.000262424320874485,0.0454439065691574,0.00703062043428038,-0.038413286134877,1,0.564895197342512,0.564895197342512,2
7,200,1,0.229825799166051,0.00114912899583025,0.856539614388037,0.624621606949155,-0.231918007438882,1,0.353768463391681,0.353768463391681,-1,0.167593294085089,0.000837966470425443,0.301314826374607,0.301314826374607,-0,0,0,NaN,2
7,200,-1,0.0785791293706262,0.000392895646853131,0.152699210019594,0.140696142260593,-0.0120030677590017,1,0.5066435364025,0.5066435364025,1,-0.23954180670359,-0.00119770903351795,0.468425511854105,0,-0.468425511854105,1,0.263294280743987,0.263294280743987,2
7,200,1,0.00377123145848603,1.88561572924301e-05,0.0914017472554099,0.051539437173962,-0.0398623100814479,1,0.631914066588063,0.631914066588063,-1,-0.185055103196827,-0.000925275515984135,0.519714749502064,0.123334238324383,-0.396380511177682,3,0.966778342064262,0.322259447354754,2
7,100,1,0.129840810560236,0.00129840810560236,0.241838777563384,0.241838777563384,-0,1,0.444510644547053,0.444510644547053,-1,0.130227108222934,0.00130227108222934,0.228094698450753,0.228094698450753,-0,0,0,NaN,2
7,200,-1,-0.0652265008503889,-0.000326132504251944,0.114638567266123,0,-0.114638567266123,1,0.162356617746845,0.162356617746845,1,-0.0312447068346142,-0.000156223534173071,0.0646684601567532,0,-0.0646684601567532,1,0.185430866875621,0.185430866875621,2
7,25,-1,0.0561095019778216,0.00224438007911286,0.0850544169599321,0.0850544169599321,-0,1,0.516923902898226,0.516923902898226,1,-0.024581922395882,-0.000983276895835279,0.0642354702676234,0,-0.0642354702676234,0,0,NaN,2
7,25,-1,-0.0392928618952611,-0.00157171447581044,0.360195914662934,0.173435239158388,-0.186760675504547,2,0.537721575098154,0.268860787549077,1,-0.195989761082534,-0.00783959044330136,0.395326499382022,0,-0.395326499382022,1,0.269727485165614,0.269727485165614,2
7,100,1,-0.0558347931888587,-0.000558347931888587,0.30395146742383,0.105518978616736,-0.198432488807093,2,0.685448429556553,0.342724214778276,-1,-0.125361144481214,-0.00125361144481214,0.215746622359832,0,-0.215746622359832,1,0.192640991064213,0.192640991064213,2
7,50,-1,-0.158674505261436,-0.00317349010522872,0.62981742921358,0.171113151537635,-0.458704277675945,2,0.77609298930564,0.38804649465282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,100,1,0.181731133044608,0.00181731133044608,0.318306750816519,0.318306750816519,-0,0,0,NaN,-1,0.0755265635888094,0.000755265635888094,0.146259378115911,0.146259378115911,-0,0,0,NaN,2
7,25,-1,0.0314024472992065,0.00125609789196826,0.0458579269150331,0.0458579269150331,-0,0,0,NaN,1,0.0791732133312001,0.003166928533248,0.158944164104232,0.158944164104232,-0,1,0.241538721664101,0.241538721664101,2
7,200,1,0.125323314085012,0.00062661657042506,0.23114980457353,0.23114980457353,-0,0,0,NaN,-1,0.00538515458279757,2.69257729139878e-05,0.00471815386201552,0,-0.00471815386201552,0,0,NaN,2
7,50,-1,0.162527309553938,0.00325054619107877,0.328838363263814,0.328838363263814,-0,0,0,NaN,1,0.227115727418546,0.00454231454837092,0.434885683161868,0.434885683161868,-0,0,0,NaN,2
7,25,1,0.250132193742046,0.0100052877496818,0.460384811015748,0.460384811015748,-0,0,0,NaN,-1,0.258330424730565,0.0103332169892226,0.493087076086768,0.493087076086768,-0,1,0.229081139712918,0.229081139712918,2
7,25,-1,-0.126931087817064,-0.00507724351268255,0.790346751617019,0.296235003408667,-0.494111748208352,2,0.588792459881203,0.294396229940601,1,-0.432916395011119,-0.0173166558004448,0.728903822153075,0.0305138141586646,-0.698390007994411,3,0.89125089890766,0.29708363296922,2
7,25,1,-0.182672332959093,-0.00730689331836374,0.271008873111183,0,-0.271008873111183,2,0.594070575872438,0.297035287936219,-1,-0.0567912570602731,-0.00227165028241092,0.182245316780696,0.0404652238649441,-0.141780092915752,1,0.499224313636797,0.499224313636797,2
7,25,-1,-0.0476304344997557,-0.00190521737999023,0.108931815324297,0,-0.108931815324297,0,0,NaN,1,-0.127489161754069,-0.00509956647016275,0.232249882657072,0,-0.232249882657072,2,0.495338969849437,0.247669484924719,2
7,50,1,0.218935669800763,0.00437871339601526,0.353875123744714,0.353875123744714,-0,2,0.528503732828269,0.264251866414134,-1,0.0934896343858493,0.00186979268771699,0.568739048225039,0.364313065845647,-0.204425982379392,2,0.37857427039144,0.18928713519572,2
7,50,1,0.0840532564606793,0.00168106512921359,0.144746541833279,0.144746541833279,-0,0,0,NaN,-1,0.1312940645988,0.00262588129197601,0.230288871628294,0.230288871628294,-0,1,0.194120756817886,0.194120756817886,2
7,50,1,-0.142931209106721,-0.00285862418213442,0.281829949852308,0,-0.281829949852308,0,0,NaN,-1,-0.0486632321524299,-0.000973264643048598,0.088697799441997,0,-0.088697799441997,2,4.01589765521051,2.00794882760526,2
7,100,-1,-0.113539089551677,-0.00113539089551677,0.216499031590913,0,-0.216499031590913,0,0,NaN,1,0.0936896834373992,0.000936896834373992,0.166046795139008,0.166046795139008,-0,0,0,NaN,2
7,25,-1,-0.043980721711715,-0.0017592288684686,0.0940151540293389,0,-0.0940151540293389,0,0,NaN,1,0.081858247134917,0.00327432988539668,0.131024618936613,0.131024618936613,-0,1,0.269127886915086,0.269127886915086,2
7,100,1,-0.0222466542597883,-0.000222466542597883,0.0551406196328704,0,-0.0551406196328704,0,0,NaN,-1,0.123309513437483,0.00123309513437483,0.226220806512767,0.226220806512767,-0,1,0.27428049908037,0.27428049908037,2
7,25,1,0.140285422229706,0.00561141688918823,0.432326410064501,0.408066925538879,-0.024259484525622,1,0.263129896282659,0.263129896282659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,100,-1,0.078405246198157,0.00078405246198157,0.16525741091817,0.16525741091817,-0,1,0.169669373360311,0.169669373360311,1,0.228294603528473,0.00228294603528473,0.405086055529389,0.405086055529389,-0,1,0.266323407768904,0.266323407768904,2
7,100,-1,0.0273762256594865,0.000273762256594865,0.0456392228783858,0.0456392228783858,-0,1,0.169835477613613,0.169835477613613,1,0.0394572668790274,0.000394572668790274,0.0798143158802863,0.0798143158802863,-0,0,0,NaN,2
7,200,-1,0.0602417059334111,0.000301208529667055,0.103880635458414,0.103880635458414,-0,1,0.240957810369167,0.240957810369167,1,-0.117717170342673,-0.000588585851713364,0.184952042883535,0,-0.184952042883535,0,0,NaN,2
7,25,1,0.0942314345743907,0.00376925738297563,0.159920657545313,0.159920657545313,-0,1,0.180761516287875,0.180761516287875,-1,0.122438138207875,0.00489752552831499,0.234720563490016,0.234720563490016,-0,0,0,NaN,2
7,50,1,0.206203112520011,0.00412406225040022,0.352011453143636,0.352011453143636,-0,1,0.268473543930944,0.268473543930944,-1,0.404343439344246,0.00808686878688492,0.732838815678944,0.732838815678944,-0,1,0.163407971873943,0.163407971873943,2
7,25,1,0.105424410655954,0.00421697642623817,0.254140587375248,0.254140587375248,-0,0,0,NaN,-1,0.136285010368329,0.00545140041473317,0.29641670322484,0.29641670322484,-0,0,0,NaN,2
7,100,-1,0.222379335114217,0.00222379335114217,0.41631343022108,0.41631343022108,-0,1,0.261989515355813,0.261989515355813,1,0.048647147287898,0.00048647147287898,0.121648118760995,0.121648118760995,-0,0,0,NaN,2
7,50,1,0.236897401078499,0.00473794802156997,0.504325038832778,0.475384819775694,-0.0289402190570841,2,0.694717277323081,0.34735863866154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,100,-1,0.258406459952862,0.00258406459952862,0.426776951932139,0.426776951932139,-0,1,0.206116918320069,0.206116918320069,1,0.113291046407604,0.00113291046407604,0.633220054930235,0.3899433196402,-0.243276735290036,3,0.820089460401579,0.273363153467193,2
7,200,1,0.225300427735376,0.00112650213867688,0.412543130831951,0.412543130831951,-0,1,0.30771429997855,0.30771429997855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,100,1,0.12087684273504,0.0012087684273504,0.446321319123878,0.374056715870714,-0.0722646032531641,1,0.109337600639961,0.109337600639961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,50,-1,-0.213309621401596,-0.00426619242803191,0.905710403201859,0.245800222917154,-0.659910180284706,1,0.335933526316965,0.335933526316965,1,-0.0293185335838972,-0.000586370671677944,1.00620448315999,0.433045737351899,-0.573158745808091,4,1.3795502631765,0.344887565794126,2
7,200,1,0.128230859243288,0.000641154296216439,0.250195738244335,0.250195738244335,-0,1,0.171363912392223,0.171363912392223,-1,0.204427051637027,0.00102213525818514,0.424003913386864,0.424003913386864,-0,0,0,NaN,2
7,200,1,-0.0344245683654218,-0.000172122841827109,0.632932251059544,0.308131859130096,-0.324800391929448,1,0.0653297958090652,0.0653297958090652,-1,0.0410477953738237,0.000205238976869118,0.0821085673187787,0.0821085673187787,-0,0,0,NaN,2
7,25,1,0.376353700663381,0.0150541480265352,1.22343041835797,0.866860326382557,-0.356570091975418,3,0.362595467226003,0.120865155742001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,50,-1,-0.14215966337445,-0.00284319326748899,0.291977111053324,0,-0.291977111053324,0,0,NaN,1,-0.271851137192284,-0.00543702274384568,0.740316408682002,0.140469443924686,-0.599846964757316,4,1.53070095940323,0.382675239850807,2
7,50,-1,-0.250408807639169,-0.00500817615278337,0.73774002669138,0.134115992145448,-0.603624034545932,1,0.167469349340904,0.167469349340904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
7,200,-1,0.00294152218988522,1.47076109494261e-05,0.00573674767083804,0.00573674767083804,-0,0,0,NaN,1,-0.0357715929760127,-0.000178857964880063,0.286772100525759,0.118746873530017,-0.168025226995742,1,0.354059268512298,0.354059268512298,2
7,50,-1,-0.208698286855998,-0.00417396573711995,0.346663714076705,0,-0.346663714076705,2,0.349776821342271,0.174888410671136,1,-0.251805806702103,-0.00503611613404205,0.948058336627654,0.261773582287795,-0.686284754339859,2,0.352704725541333,0.176352362770667,2
7,100,1,0.156591801549424,0.00156591801549424,0.309416906002274,0.309416906002274,-0,0,0,NaN,-1,0.0297969167906342,0.000297969167906342,0.593398588628262,0.302018535195277,-0.291380053432984,3,0.918274038469379,0.30609134615646,2
7,200,-1,0.018995053860607,9.49752693030351e-05,0.0670884943937174,0.0670884943937174,-0,0,0,NaN,1,0.0958026516527039,0.00047901325826352,0.175681200257141,0.175681200257141,-0,0,0,NaN,2
7,50,1,0.124102183698054,0.00248204367396109,0.198666743957089,0.198666743957089,-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
8,200,1,0.0436660113039014,0.000218330056519507,0.0822905940113587,0.0822905940113587,-0,0,0,NaN,-1,-0.0617026808381614,-0.000308513404190807,0.133041439550584,0,-0.133041439550584,0,0,NaN,2
8,200,1,0.353366601467995,0.00176683300733998,0.681013674775467,0.681013674775467,-0,1,0.155089264608534,0.155089264608534,-1,-0.0475103010266699,-0.00023755150513335,0.0849970846174956,0,-0.0849970846174956,0,0,NaN,2
8,50,1,0.268844747755093,0.00537689495510186,0.549740078344584,0.549740078344584,-0,0,0,NaN,-1,0.0937336112213828,0.00187467222442766,0.194231323008345,0.194231323008345,-0,0,0,NaN,2
8,100,1,-0.167044495664456,-0.00167044495664456,0.546853517444736,0.116376753118919,-0.430476764325817,2,0.712784209228284,0.356392104614142,-1,-0.089363039693252,-0.00089363039693252,0.507572101388809,0.174051159636917,-0.333520941751892,1,0.686953272319571,0.686953272319571,2
8,50,-1,-0.195984196400326,-0.00391968392800651,0.347215200193927,0,-0.347215200193927,1,0.245885124145918,0.245885124145918,1,-0.228646903816929,-0.00457293807633859,0.423858729671922,0,-0.423858729671922,0,0,NaN,2
8,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.109663761171351,-0.000548318805856756,0.222499030429662,0,-0.222499030429662,0,0,NaN,2
8,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.164394131133691,-0.00328788262267382,0.289308204650525,0,-0.289308204650525,0,0,NaN,2
8,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.165808182955841,-0.00663232731823365,0.31572708577234,0,-0.31572708577234,0,0,NaN,2
8,25,1,0.516898969184985,0.0206759587673994,0.944374393511884,0.944374393511884,-0,0,0,NaN,-1,0.0443757982862464,0.00177503193144986,0.0790021381082792,0.0790021381082792,-0,0,0,NaN,2
8,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.269230965531047,-0.0107692386212419,0.557512732313222,0,-0.557512732313222,0,0,NaN,2
8,100,1,0.305757164797018,0.00305757164797018,0.531121795745426,0.531121795745426,-0,0,0,NaN,-1,0.113813447928892,0.00113813447928892,0.185356230910122,0.185356230910122,-0,0,0,NaN,2
8,100,1,0.110027779274733,0.00110027779274733,0.221663636083548,0.221663636083548,-0,0,0,NaN,-1,0.0573104189549007,0.000573104189549007,0.123475710440672,0.123475710440672,-0,0,0,NaN,2
8,200,1,0.165630298462862,0.000828151492314309,0.320473933001331,0.318262302861133,-0.00221163014019776,1,0.596595068061181,0.596595068061181,-1,-0.0128285796386255,-6.41428981931276e-05,0.0252192391495176,0,-0.0252192391495176,0,0,NaN,2
8,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.248151860740606,-0.00992607442962424,0.476621888388949,0,-0.476621888388949,1,0.339242007057408,0.339242007057408,2
8,50,-1,-0.0742042545031188,-0.00148408509006238,0.15369123009881,0,-0.15369123009881,0,0,NaN,1,-0.105309154087435,-0.00210618308174869,0.215980192288346,0,-0.215980192288346,1,0.134138301546647,0.134138301546647,2
8,100,-1,-0.155676031471058,-0.00155676031471058,0.729092467798082,0.221049819754632,-0.50804264804345,2,0.352555123201803,0.176277561600901,1,-0.176683468717979,-0.00176683468717979,0.480108363335575,0.125171920968177,-0.354936442367398,3,0.327012477312653,0.109004159104218,2
8,25,-1,0.0690971609001027,0.00276388643600411,0.123196404411958,0.123196404411958,-0,3,1.34619546141372,0.448731820471238,1,-0.163385085219721,-0.00653540340878884,0.288861084890279,0,-0.288861084890279,2,0.605176487396624,0.302588243698312,2
8,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.164197355771483,-0.000820986778857413,0.292315802899291,0,-0.292315802899291,1,0.271563983046556,0.271563983046556,2
8,50,-1,0.237581055641429,0.00475162111282859,0.459265158677518,0.454629921175292,-0.00463523750222672,2,0.758123604009372,0.379061802004686,1,0.0370122694681147,0.000740245389362294,0.0857233013447541,0.0857233013447541,-0,1,0.204144387149924,0.204144387149924,2
8,50,-1,-0.151601064445263,-0.00303202128890526,0.571821765249219,0.143778827294467,-0.428042937954752,2,0.456102620195393,0.228051310097697,1,-0.202385159262033,-0.00404770318524067,0.419222800109933,0,-0.419222800109933,1,0.223429747560984,0.223429747560984,2
8,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.211248180781676,-0.00211248180781676,0.394153351297557,0,-0.394153351297557,1,0.258341091178365,0.258341091178365,2
8,25,-1,-0.166788719359807,-0.00667154877439228,0.282078604019858,0,-0.282078604019858,1,0.25976297292528,0.25976297292528,1,-0.0745945399357376,-0.0029837815974295,0.124761528455708,0,-0.124761528455708,1,0.260972043227686,0.260972043227686,2
8,100,1,0.226242273559147,0.00226242273559147,0.458376553433937,0.458376553433937,-0,1,0.305717192553077,0.305717192553077,-1,0.0489999039011396,0.000489999039011396,0.0966407828565201,0.0966407828565201,-0,1,0.349938837760577,0.349938837760577,2
8,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.0365161062218717,-0.000730322124437434,0.0490869929728679,0,-0.0490869929728679,1,0.165761562013904,0.165761562013904,2
8,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.0221383131228067,0.000885532524912266,0.0519401708101531,0.0519401708101531,-0,1,0.185816919671906,0.185816919671906,2
8,100,-1,0.0780566806480913,0.000780566806480913,0.119196445074614,0.119196445074614,-0,1,0.155567201601633,0.155567201601633,1,-0.212225252706873,-0.00212225252706873,0.356971389965273,0,-0.356971389965273,1,0.201559777101594,0.201559777101594,2
8,25,1,0.280751814421409,0.0112300725768564,0.476577214415496,0.476577214415496,-0,2,0.699661112837333,0.349830556418667,-1,0.127308963263674,0.00509235853054697,0.215989835097767,0.215989835097767,-0,0,0,NaN,2
8,25,-1,-0.431925955624246,-0.0172770382249698,1.09891193313867,0.141234680058994,-0.957677253079673,2,0.998401834413912,0.499200917206956,1,-0.194877103724692,-0.00779508414898768,0.394836688964708,0,-0.394836688964708,1,0.324847368623924,0.324847368623924,2
8,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.173329126435464,-0.00693316505741856,0.283479269555462,0,-0.283479269555462,1,0.360908401177514,0.360908401177514,2
8,50,-1,0.0447315690541644,0.000894631381083288,0.140179386955794,0.140179386955794,-0,2,1.09518840089077,0.547594200445385,1,-0.0621833327991466,-0.00124366665598293,0.0844124179180599,0,-0.0844124179180599,2,0.86588192363466,0.43294096181733,2
8,200,-1,-0.0637636763138209,-0.000318818381569104,0.107063926894538,0,-0.107063926894538,1,0.553599694759447,0.553599694759447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
8,200,-1,-0.0415025007865249,-0.000207512503932625,0.369549576551936,0.154615284503634,-0.214934292048302,2,0.539191230949734,0.269595615474867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
8,200,-1,-0.479159725395043,-0.00239579862697522,0.888254362357426,0,-0.888254362357426,2,1.51655317535388,0.758276587676942,1,-0.20859625846885,-0.00104298129234425,0.415931088819566,0,-0.415931088819566,1,0.411262179340405,0.411262179340405,2
8,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.110976206551536,-0.00110976206551536,0.231118309949736,0,-0.231118309949736,1,0.479965201963716,0.479965201963716,2
8,100,1,0.362260030283239,0.00362260030283239,0.685135437199858,0.665507528524063,-0.0196279086757944,1,0.734709577933714,0.734709577933714,-1,0.196541734779231,0.00196541734779231,0.363001252989787,0.363001252989787,-0,0,0,NaN,2
8,50,1,0.168966957016391,0.00337933914032781,0.361682628263957,0.361682628263957,-0,1,0.147454006309015,0.147454006309015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
8,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.0554473497079255,0.00110894699415851,0.109722402753348,0.109722402753348,-0,0,0,NaN,2
8,200,-1,-0.111511658117271,-0.000557558290586357,0.215161417107182,0,-0.215161417107182,1,0.422440805326097,0.422440805326097,1,-0.12068239766995,-0.00060341198834975,0.227576627871614,0,-0.227576627871614,1,0.437741212119034,0.437741212119034,2
8,25,-1,-0.232155941832553,-0.00928623767330212,0.315507430611744,0,-0.315507430611744,4,1.83139335664846,0.457848339162114,1,-0.184824097300237,-0.00739296389200948,0.332181811838891,0,-0.332181811838891,1,0.32524318924252,0.32524318924252,2
8,50,-1,0.293891001247023,0.00587782002494046,0.466760659793869,0.466760659793869,-0,2,0.619522966665551,0.309761483332775,1,0.110738042847224,0.00221476085694449,0.200390028387634,0.200390028387634,-0,1,0.253220869116076,0.253220869116076,2
8,50,1,-0.00323605662392292,-6.47211324784583e-05,0.27361830514927,0.13910992570089,-0.13450837944838,2,0.817215922895554,0.408607961447777,-1,0.0348888450024207,0.000697776900048414,0.0733033457625917,0.0733033457625917,-0,1,0.220893829182494,0.220893829182494,2
8,25,1,0.357569708950356,0.0143027883580142,0.703967579611215,0.690761251565869,-0.0132063280453465,1,0.774415882628275,0.774415882628275,-1,-0.00488318649384047,-0.000195327459753619,0.00273671511835244,0,-0.00273671511835244,1,0.178418346415155,0.178418346415155,2
8,100,1,0.130200579512708,0.00130200579512708,0.261537347147564,0.261537347147564,-0,2,0.687327958638626,0.343663979319313,-1,-0.0509314039535301,-0.000509314039535301,0.083463334447242,0,-0.083463334447242,1,0.348095408780658,0.348095408780658,2
8,100,-1,0.154402441011615,0.00154402441011615,0.330414786573532,0.330414786573532,-0,1,0.331650440796823,0.331650440796823,1,-0.254019982368635,-0.00254019982368635,0.491371766833494,0,-0.491371766833494,1,0.357747761739948,0.357747761739948,2
8,100,-1,0.100102738579462,0.00100102738579462,0.218714296166635,0.218714296166635,-0,1,0.551947731871759,0.551947731871759,1,-0.0876454201293136,-0.000876454201293136,0.167236819885685,0,-0.167236819885685,1,0.416212394895135,0.416212394895135,2
8,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.440733379170829,-0.00220366689585414,0.822574601078254,0,-0.822574601078254,2,0.834498750994007,0.417249375497003,2
8,200,1,-0.281529207868797,-0.00140764603934399,0.429579806635822,0,-0.429579806635822,3,0.956336738519068,0.318778912839689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
9,200,1,0.0561734397690697,0.000280867198845348,0.123078074457,0.123078074457,-0,0,0,NaN,-1,0.21845141078565,0.00109225705392825,0.42869337772277,0.42869337772277,-0,1,0.338344364215861,0.338344364215861,2
9,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.297545564681626,-0.00297545564681626,0.514027681615997,0,-0.514027681615997,0,0,NaN,2
9,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.265914586609154,0.0106365834643662,0.499821930466586,0.499821930466586,-0,0,0,NaN,2
