sub,eye,rotationSpeed,afterReversalD,perceptualErrorMean,perceptualErrorStd,torsionPosMean,torsionPosStd,torsionVelTMean,torsionVelTStd,torsionVelTGainMean,torsionVelTGainStd,torsionAngleTotalMean,torsionAngleTotalStd,torsionAngleCWMean,torsionAngleCWStd,torsionAngleCCWMean,torsionAngleCCWStd,torsionAngleMean,torsionAngleStd,sacNumTMean,sacNumTStd,sacAmpSumTMean,sacAmpSumTStd,sacAmpMeanTMean,sacAmpMeanTStd,nonErrorTrialN,timeWindow,exp
2,2,25,1,2.42613516018311,3.01586325612777,0.512009386507782,0.656150592585264,-0.473743368636215,0.329604357156018,-0.0189497347454486,0.0131841742862407,0.284567653024463,0.147484831860044,0.0111995564605841,0.0372575697527925,0.273368096563879,0.1623358521013,-0.26282814432812,0.183606150929692,0.275862068965517,0.591399775601311,0.102526942124415,0.230840087541002,0.370096016985431,0.0830145104245646,29,-1,1
2,2,50,1,4.38908556394581,3.03217098289814,0.522145367558695,0.559213154696432,-0.836428667748507,0.601857521243979,-0.0167285733549701,0.0120371504248796,0.485028122352305,0.30448901118875,0.00619302884333037,0.0198105025522865,0.478835093508974,0.313503545966778,-0.473264892108436,0.322834093801598,0.0769230769230769,0.271746488194703,0.0435452255038485,0.158420391866349,0.56608793155003,0.189249239767858,26,-1,1
2,2,100,1,7.14927015911454,4.00589723998995,0.473479455931801,0.631365558048472,-0.849157838220612,0.393449836057169,-0.00849157838220612,0.00393449836057169,0.47330651008572,0.231650206607393,0.00206986983017481,0.00955960745033164,0.471236640255545,0.23370379612288,-0.471236640255545,0.23370379612288,0.310344827586207,0.603764871207686,0.097866864787085,0.195326513255769,0.343855634291256,0.195033728192369,29,-1,1
2,2,200,1,16.136558465922,7.64818068337074,0.519646691583103,0.6481308996619,-0.993004828610365,0.45689518982116,-0.00496502414305182,0.0022844759491058,0.542772538941736,0.220742624429981,0.00357133899223384,0.0195610292654424,0.539201199949502,0.228754929478251,-0.535629860957268,0.238108372412249,0.133333333333333,0.34574590364176,0.0326948795866605,0.099782444211122,0.245211596899954,0.163598384800818,30,-1,1
2,2,400,1,19.5131221852342,7.24482668412355,0.459101518523702,0.708082726292988,-0.918376432303507,0.378401771077575,-0.00229594108075877,0.000946004427693937,0.504812639824143,0.217087327362864,0,0,0.504812639824143,0.217087327362864,-0.504812639824143,0.217087327362864,0.0476190476190476,0.218217890235992,0.00855028943266015,0.0391823485389462,0.179556078085863,NaN,21,-1,1
2,2,25,-1,4.25477173669523,3.45429790960895,0.54704289772899,0.715613413058848,0.874991122199072,0.46885584938442,0.0349996448879629,0.0187542339753768,0.476974304710899,0.255222837425735,0.476974304710899,0.255222837425735,0,0,0.476974304710899,0.255222837425735,0.269230769230769,0.452344320861205,0.0889874192431952,0.157132052136192,0.330524700046154,0.0986777450439424,26,-1,1
2,2,50,-1,5.59234933729628,3.86617576672533,0.456646940955265,0.623854848279894,0.996793022525631,0.40774481228749,0.0199358604505126,0.0081548962457498,0.529516242028017,0.245296449099391,0.529516242028017,0.245296449099391,0,0,0.529516242028017,0.245296449099391,0.44,0.820568908339411,0.170105375506762,0.316416186561779,0.421767233720918,0.165247787679572,25,-1,1
2,2,100,-1,8.36459608523724,4.93823786712549,0.59049912583972,0.640837322440719,1.00965666142338,0.530933656985579,0.0100965666142338,0.00530933656985579,0.55699712939207,0.305275121829729,0.556065168655504,0.305379475148792,0.00093196073656673,0.00462987588680218,0.556065168655504,0.305379475148792,0.321428571428571,0.611832186419303,0.113403612613751,0.244856697315437,0.335867810596601,0.133854560335162,28,-1,1
2,2,200,-1,11.5671725135863,4.80573423837834,0.589298511988246,0.698808653887953,1.15786742338838,0.343818882553365,0.00578933711694189,0.00171909441276683,0.605035593028381,0.216067910823557,0.605035593028381,0.216067910823557,0,0,0.605035593028381,0.216067910823557,0.24,0.522812904711937,0.0732569974380301,0.164950165967806,0.309911088298131,0.130952679369322,25,-1,1
2,2,400,-1,18.5597623586302,5.38122318685232,0.705570261742984,0.568640965431235,0.707728664254421,0.539567753779364,0.00176932166063605,0.00134891938444841,0.466389578919815,0.240211195751248,0.443763132704813,0.24031631095057,0.0226264462150016,0.110846495838563,0.443763132704813,0.24031631095057,0.166666666666667,0.481543412343077,0.0572467920463413,0.173013827655051,0.332771581168993,0.0764010680321895,24,-1,1
3,2,25,1,-0.0966433610765637,1.48287291284739,-0.491004579755704,0.60487222434991,-1.08276177876956,0.48366343524172,-0.0433104711507826,0.0193465374096688,0.652165681043571,0.334869824467818,0.00309173643526023,0.00874475119605612,0.649073944608311,0.335308693502752,-0.649073944608311,0.335308693502752,0.125,0.353553390593274,0.0423645765197173,0.119825117356754,0.338916612157738,NaN,8,-1,1
3,2,50,1,2.29010020460177,3.73606535389157,-0.574845290082814,0.472341470970649,-1.0240442773876,0.485723154324241,-0.0204808855477519,0.00971446308648482,0.513876452353468,0.264396767803843,0,0,0.513876452353468,0.264396767803843,-0.513876452353468,0.264396767803843,0,0,0,0,NaN,-0,9,-1,1
3,2,100,1,6.87858882003228,2.96344531364062,-0.685720710741538,0.265105582074693,-1.16526348778097,0.61384187223525,-0.0116526348778097,0.0061384187223525,0.69944022776352,0.371473076464844,0,0,0.69944022776352,0.371473076464844,-0.69944022776352,0.371473076464844,0.454545454545455,0.522232967867094,0.119256155229252,0.160653317861345,0.262363541504355,0.132631144537913,11,-1,1
3,2,200,1,9.5778597858622,2.1058731427961,-0.72447989520867,0.234948419106338,-1.7871819260891,0.929731425550112,-0.00893590963044551,0.00464865712775056,0.722118561528169,0.304115337211778,0.0257656728690027,0.0515313457380054,0.696352888659166,0.269800294903392,-0.696352888659166,0.269800294903392,0.75,0.5,0.271349139590992,0.253438749855246,0.361798852787989,0.217393413395555,4,-1,1
3,2,400,1,12.8201869538569,3.1215678564121,-0.461058809200932,0.407352379589824,-1.5115013355092,0.665809156089834,-0.00377875333877301,0.00166452289022458,0.659143522963249,0.303374151389689,0,0,0.659143522963249,0.303374151389689,-0.659143522963249,0.303374151389689,0.727272727272727,0.467099366496914,0.335674777261294,0.241815793175791,0.46155281873428,0.130905559973329,11,-1,1
3,2,25,-1,4.33439968268573,1.58313995257728,-0.351559542764659,0.468941784610957,1.0368930496281,0.448833145669266,0.0414757219851242,0.0179533258267706,0.614409534049955,0.321899461611192,0.612719707478466,0.322954943053679,0.00168982657148981,0.00696733344322783,0.612719707478466,0.322954943053679,0.117647058823529,0.332105582077536,0.0589370339307056,0.191958219402783,0.500964788410997,0.382996928121589,17,-1,1
3,2,50,-1,5.04693678401605,1.37352033942483,-0.563345847449876,0.42619165517116,1.0987715292268,0.379531878625155,0.0219754305845361,0.0075906375725031,0.625349715274884,0.248925145709473,0.623216366289524,0.249721086623825,0.00213334898535946,0.00707551813132273,0.623216366289524,0.249721086623825,0.181818181818182,0.404519917477945,0.0549250663908983,0.122930087121809,0.302087865149941,0.0422882815274943,11,-1,1
3,2,100,-1,7.92679450619634,2.44209194592815,-0.567279104376727,0.500119306282188,1.46687051819108,0.531714847158239,0.0146687051819108,0.00531714847158239,0.891238794658128,0.336283849840148,0.870777896583539,0.362455903172334,0.0204608980745892,0.0678611217871175,0.870777896583539,0.362455903172334,0.545454545454545,0.820199532264724,0.256504122766805,0.383388914455859,0.49045327434091,0.119959340261542,11,-1,1
3,2,200,-1,10.4322997912378,3.31847532435298,-0.355975997378922,0.460667924818735,1.48859236715421,0.870044971696398,0.00744296183577104,0.00435022485848199,0.899289510164358,0.524557272462976,0.897309794848088,0.528228491820716,0.00197971531627012,0.00656597289578776,0.895330079531818,0.531955422050303,0.454545454545455,0.522232967867094,0.325432413853701,0.551508814254391,0.715951310478142,0.641025963393666,11,-1,1
3,2,400,-1,11.1219503357001,4.66353071454535,-0.41324881732814,0.451598676954437,1.28447336989108,0.359071795473062,0.00321118342472771,0.000897679488682654,0.636377696542834,0.212053174637756,0.636377696542834,0.212053174637756,0,0,0.636377696542834,0.212053174637756,0.75,0.621581560508061,0.458395760625656,0.401142182222724,0.617056733963711,0.203619436228009,12,-1,1
4,2,25,1,2.84609163532421,2.4774051340748,-0.919813211694773,0.417437313579382,-1.1640081614592,0.423420519958727,-0.0465603264583679,0.0169368207983491,0.64439352018703,0.263793933371372,0,0,0.64439352018703,0.263793933371372,-0.64439352018703,0.263793933371372,0.0344827586206897,0.185695338177052,0.0122211147074695,0.0658127168266186,0.354412326516615,NaN,29,-1,1
4,2,50,1,5.76484779464739,2.02189259504144,-0.891599588578042,0.444639219371229,-1.20314820705055,0.451669365793659,-0.024062964141011,0.00903338731587317,0.665052831782585,0.254843386168338,0,0,0.665052831782585,0.254843386168338,-0.665052831782585,0.254843386168338,0.0357142857142857,0.188982236504614,0.00699813708323264,0.037030660725945,0.195947838330514,NaN,28,-1,1
4,2,100,1,7.9648800759446,3.36172760506607,-0.870317033158366,0.412475351237621,-1.14791740439414,0.426211581005123,-0.0114791740439414,0.00426211581005123,0.68564416197046,0.218850952097908,0.000711185686732674,0.00376324092616669,0.684932976283727,0.218503034201648,-0.684932976283727,0.218503034201648,0.0714285714285714,0.377964473009227,0.020585964239298,0.108930683751303,0.288203499350172,NaN,28,-1,1
4,2,200,1,8.92721739888904,3.86373697227,-0.882729878450637,0.452249672797198,-1.18327939829529,0.401295886651198,-0.00591639699147645,0.00200647943325599,0.704845730836663,0.190961578661421,0.00101553883069488,0.00537372638549594,0.703830192005968,0.190845743764602,-0.703830192005968,0.190845743764602,0.107142857142857,0.314970394174356,0.0290760475696139,0.0863291853219787,0.271376443983063,0.0444960816955935,28,-1,1
4,2,400,1,10.0583762050966,3.04291877375917,-0.934975598676419,0.401335812218243,-1.26484925493676,0.469855245167807,-0.0031621231373419,0.00117463811291952,0.688782655102093,0.244410792025422,0.00259955408557773,0.0135076792597316,0.686183101016515,0.245198632255551,-0.686183101016515,0.245198632255551,0.111111111111111,0.320256307610174,0.0423087261247917,0.128693775497798,0.380778535123125,0.148270310560565,27,-1,1
4,2,25,-1,2.92051823412569,2.40774211955878,-0.869008691366491,0.373523140140689,-0.201114469872145,0.301217226945004,-0.00804457879488582,0.0120486890778002,0.139972556608217,0.150171178780222,0.0143705707876751,0.0377107875398843,0.125601985820542,0.15771152634642,-0.111231415032867,0.173316690317322,0,0,0,0,NaN,-0,28,-1,1
4,2,50,-1,5.08664040453629,2.72095485418425,-1.09512813160261,0.453947850117809,0.153409499544572,0.293067458159358,0.00306818999089144,0.00586134916318716,0.173979370982554,0.141749839881471,0.136969094574076,0.157814766754159,0.037010276408478,0.0701890201805638,0.109971432675319,0.189134729445705,0.142857142857143,0.524530528312962,0.0400807660255958,0.147296860835259,0.280565362179171,0.0161831674094366,28,-1,1
4,2,100,-1,5.54588072467563,2.45762713881896,-0.836082739328919,0.414130008886384,-0.0880498091664013,0.344534730313582,-0.000880498091664013,0.00344534730313582,0.15481859132987,0.143569270889999,0.0549142078922474,0.103356894898114,0.0999043834376225,0.138946577718517,-0.0417718620911907,0.203842386342822,0.148148148148148,0.362013992898246,0.0643791313698772,0.163472356564251,0.434559136746671,0.130821864976436,27,-1,1
